battery_id,framework_formula,primary_tm,formula_discharge,tm_eneg,tm_ionic_radius,tm_max_oxidation_state,anion_eneg,li_per_fu,spacegroup_number,crystal_system,volume_per_atom,density,polyanion_eneg,structure_prototype,tm_oxidation_discharge,average_voltage,max_delta_volume
mp-18528_Na,V6O11,V,NaV6O11,1.63,1.35,5.0,3.44,0.0,63,3,11.6198,4.0488,0.0,0,3.5,2.784205,0.009926
mp-18896_Na,V6O13,V,Na2V6O13,1.63,1.35,5.0,3.44,0.0,11,2,12.1173,3.7047,0.0,0,4.5,2.54513,0.075981
mp-761084_Na,V9O22,V,Na5V36O88,1.63,1.35,5.0,3.44,0.0,11,2,13.0311,3.3315,0.0,0,4.5,3.442117,0.007231
mp-771012_Na,VAsCO7,V,Na3VAsCO7,1.63,1.35,5.0,3.44,0.0,4,2,16.9317,2.4505,2.18,0,3.0,2.443383,0.020702
mp-755361_Na,VBAsO7,V,Na3VBAsO7,1.63,1.35,5.0,3.44,0.0,11,2,17.2421,2.3949,2.04,0,3.0,2.894382,0.03127
mp-756707_Na,VBPO7,V,Na3VBPO7,1.63,1.35,5.0,3.44,0.0,11,2,16.3113,2.0841,2.04,0,3.0,2.967537,0.030336
mp-771954_Na,VCSO7,V,Na2VCSO7,1.63,1.35,5.0,3.44,0.0,4,2,16.7542,2.0517,2.58,0,2.0,2.888922,0.010953
mp-759097_Na,VF3,V,NaVF3,1.63,1.35,5.0,3.98,0.0,62,3,13.0228,3.4407,0.0,1,3.0,2.128294,0.236785
mp-17999_Na,VF4,V,NaVF4,1.63,1.35,5.0,3.98,0.0,14,2,14.0403,3.0025,0.0,0,3.0,4.179153,0.191473
mp-1101189_Na,VF5,V,Na2VF5,1.63,1.35,5.0,3.98,0.0,14,2,15.1806,2.6605,0.0,0,5.0,4.338142,0.185322
mp-783905_Na,VO2,V,NaV2O4,1.63,1.35,5.0,3.44,0.0,11,2,13.8062,3.3252,0.0,0,3.5,2.9142,0.07132
mp-17479_Na,VP2O7,V,NaVP2O7,1.63,1.35,5.0,3.44,0.0,14,2,12.9983,2.8729,2.19,0,3.0,3.607397,0.045257
mp-768103_Na,VPCO7,V,Na3VPCO7,1.63,1.35,5.0,3.44,0.0,11,2,15.2588,2.2409,2.19,0,4.0,2.440614,0.063204
mp-19291_Na,VPO5,V,NaVPO5,1.63,1.35,5.0,3.44,0.0,2,1,12.7407,3.0147,2.19,0,4.0,3.600909,0.028866
mp-10224_Na,VS2,V,NaVS2,1.63,1.35,5.0,2.58,0.0,166,5,18.932,3.3643,2.58,3,3.0,1.517373,0.283817
mp-770947_Na,VSiCO7,V,Na3VSiCO7,1.63,1.35,5.0,3.44,0.0,4,2,15.7207,2.1446,1.9,0,3.0,2.932656,0.026909
