actions,tm_eneg,tm_ionic_radius,tm_max_oxidation_state,anion_eneg,li_per_fu,spacegroup_number,crystal_system,volume_per_atom,density
613,1.91,1.35,2.0,3.44,5.0,1.0,1.0,13.2291,4.5395
