tm_eneg,tm_ionic_radius,tm_max_oxidation_state,anion_eneg,li_per_fu,spacegroup_number,crystal_system,volume_per_atom,density,neg_avg_voltage,max_delta_volume
1.6433,1.4,5.6667,3.44,2.0,167,5,12.3605,3.3633,,
1.7788,1.3813,4.0,3.44,10.0,8,2,10.6113,4.6307,,
1.79,1.3813,3.625,3.44,10.0,8,2,11.4071,4.3033,,
1.718,1.4,4.6,3.44,4.0,146,5,12.8678,3.4625,,
1.6433,1.4,5.6667,3.44,3.0,2,1,11.9921,4.0267,,
1.766,1.37,4.0,3.44,4.0,146,5,12.8742,3.399,,
1.67,1.3833,5.3333,3.44,2.0,167,5,12.0453,3.4731,,
1.766,1.37,4.0,3.44,5.0,2,1,11.6948,4.2213,,
1.8071,1.3643,3.4286,3.44,5.0,5,2,11.016,4.7232,,
1.67,1.3833,5.3333,3.44,3.0,2,1,11.793,4.1392,,
1.55,1.4,7.0,3.98,1.0,62,3,12.6697,3.8636,-4.049938,0.034444
1.55,1.4,7.0,3.98,1.0,62,3,13.7117,3.6911,,
1.55,1.4,7.0,3.98,2.0,60,3,14.4773,2.8394,,
1.55,1.4,7.0,3.44,1.0,62,3,12.6775,3.1821,,
1.55,1.4,7.0,3.44,1.0,11,2,12.3566,3.2502,,
1.55,1.4,7.0,3.44,1.0,15,2,12.6818,3.0999,,
1.55,1.4,7.0,3.44,4.0,1,1,11.5077,2.8443,,
1.55,1.4,7.0,3.44,2.0,63,3,12.6978,3.3055,,
1.55,1.4,7.0,3.44,4.0,9,2,14.3101,2.7395,,
1.598,1.37,5.8,3.44,4.0,14,2,14.2068,3.1262,,
1.7433,1.3667,4.1667,3.44,4.0,146,5,12.5003,3.3458,,
1.55,1.4,7.0,3.44,5.0,7,2,12.2726,2.8489,,
1.662,1.4,5.4,3.44,5.0,2,1,12.562,3.8466,,
1.55,1.4,7.0,3.44,2.0,2,1,12.5642,3.2267,,
1.55,1.4,7.0,3.44,3.0,15,2,14.2103,2.7674,,
1.55,1.4,7.0,3.44,2.0,2,1,15.6748,3.7504,,
1.55,1.4,7.0,3.44,5.0,2,1,13.964,4.4572,,
1.6325,1.3875,6.0,3.44,4.0,6,2,12.0688,3.4606,,
1.6325,1.3875,6.0,3.44,6.0,146,5,12.9302,2.9975,,
1.7675,1.3687,4.125,3.44,10.0,8,2,11.2367,4.401,,
1.682,1.38,5.4,3.44,4.0,8,2,12.4656,5.1145,,
1.715,1.375,5.0,3.44,4.0,1,1,11.4553,5.0803,,
1.715,1.375,5.0,3.44,4.0,8,2,11.164,5.1751,,
1.715,1.375,5.0,3.44,4.0,1,1,11.8827,4.9656,,
1.7562,1.3687,4.5,3.44,4.0,8,2,10.0155,4.9426,,
1.6325,1.3875,6.0,3.44,4.0,146,5,11.984,3.5436,,
1.6325,1.3875,6.0,3.44,2.0,166,5,11.3531,4.2872,,
1.5775,1.4,6.75,3.44,5.0,6,2,11.9274,3.4613,,
1.5775,1.4,6.75,3.44,6.0,146,5,12.9503,2.9666,,
1.7012,1.3813,5.25,3.44,4.0,8,2,10.2928,4.7162,,
1.594,1.4,6.6,3.44,5.0,1,1,12.4255,3.8203,,
1.605,1.4,6.5,3.44,4.0,8,2,11.6005,4.8926,,
1.605,1.4,6.5,3.44,4.0,1,1,11.8156,5.5306,,
1.6187,1.4,6.375,3.44,10.0,8,2,10.8538,4.3398,,
1.6783,1.3833,5.5,3.44,4.0,146,5,12.2006,3.4196,,
1.5775,1.4,6.75,3.44,2.0,212,7,11.7036,4.0768,,
1.55,1.4,7.0,3.44,5.0,6,2,12.0707,3.4865,,
1.55,1.4,7.0,3.44,4.0,8,2,11.634,5.154,-3.987913,0.090866
1.694,1.38,5.0,3.44,4.0,146,5,11.9452,3.5355,,
1.55,1.4,7.0,3.44,2.0,166,5,11.7536,4.1955,,
1.55,1.4,7.0,3.98,2.0,9,2,15.2739,3.1311,,
1.62,1.4,6.0,3.44,4.0,6,2,12.1471,3.4207,,
1.62,1.4,6.0,3.44,7.0,146,5,13.5057,2.8586,,
1.7437,1.3813,4.5,3.44,4.0,8,2,10.665,4.6015,,
1.662,1.4,5.4,3.44,4.0,8,2,12.1503,5.1123,,
1.662,1.4,5.4,3.44,4.0,146,5,12.6897,3.5078,,
1.69,1.4,5.0,3.44,4.0,8,2,11.8082,4.8742,,
1.69,1.4,5.0,3.44,4.0,1,1,12.0552,4.8414,,
1.62,1.4,6.0,3.44,2.0,5,2,11.9424,4.0399,,
1.55,1.4,7.0,3.44,6.0,146,5,13.4268,3.0102,,
1.715,1.375,5.0,3.44,4.0,8,2,11.1756,4.8502,-3.790248,0.105329
1.605,1.4,6.5,3.44,4.0,1,1,11.7875,4.4763,,
1.69,1.4,5.0,3.44,4.0,8,2,11.8651,4.5143,,
1.55,1.4,7.0,3.44,2.0,9,2,11.9022,4.4844,,
1.64,1.3875,5.75,3.44,4.0,6,2,11.7158,3.5634,,
1.73,1.375,4.5,3.44,4.0,8,2,11.3751,5.1828,,
1.64,1.3875,5.75,3.44,2.0,212,7,11.2447,4.3256,,
1.55,1.4,7.0,3.44,5.0,166,5,12.9736,3.4071,,
1.55,1.4,7.0,3.98,2.0,2,1,14.3673,3.4073,,
1.55,1.4,7.0,3.98,4.0,7,2,14.0196,3.2849,,
1.55,1.4,7.0,3.44,1.0,11,2,12.5675,3.2388,,
1.55,1.4,7.0,3.44,6.0,146,5,13.3087,3.3706,,
1.55,1.4,7.0,3.44,9.0,15,2,14.5608,2.4992,,
1.55,1.4,7.0,3.44,4.0,6,2,13.0081,3.5448,,
1.55,1.4,7.0,3.44,6.0,146,5,13.2288,3.1617,,
1.55,1.4,7.0,3.44,2.0,186,6,11.7238,4.8933,,
1.55,1.4,7.0,3.44,2.0,15,2,12.412,3.4204,,
1.55,1.4,7.0,3.44,4.0,6,2,12.71,3.6114,,
1.55,1.4,7.0,3.44,6.0,146,5,13.2042,3.1564,,
1.55,1.4,7.0,3.44,4.0,8,2,13.3693,5.3415,,
1.55,1.4,7.0,3.44,2.0,166,5,12.5835,4.5254,,
1.55,1.4,7.0,3.44,2.0,166,5,13.115,4.4358,,
1.57,1.3875,6.5,3.44,4.0,6,2,12.2229,3.3717,,
1.57,1.3875,6.5,3.44,6.0,146,5,13.0615,2.9374,,
1.6938,1.3687,5.0,3.44,4.0,8,2,10.3581,4.6724,,
1.582,1.38,6.2,3.44,5.0,2,1,12.8512,3.6756,,
1.59,1.375,6.0,3.44,4.0,1,1,13.5312,4.2381,,
1.57,1.3875,6.5,3.44,2.0,186,6,10.8398,4.3882,,
1.55,1.4,7.0,3.44,1.0,62,3,12.6536,3.4857,,
1.616,1.39,6.2,3.44,3.0,12,2,11.6634,4.4538,,
1.572,1.4,6.8,3.44,3.0,12,2,12.0861,4.2247,,
1.606,1.4,6.2,3.44,3.0,12,2,11.8624,4.3458,,
1.622,1.39,6.0,3.44,3.0,12,2,11.4744,4.5245,,
1.55,1.4,7.0,3.98,2.0,9,2,14.9044,3.323,,
1.55,1.4,7.0,3.44,1.0,2,1,12.9256,3.0119,,
1.55,1.4,7.0,3.44,2.0,2,1,12.1327,3.52,,
1.55,1.4,7.0,3.44,3.0,5,2,11.7581,4.4135,,
1.63,1.4,5.8571,3.44,4.0,4,2,11.8422,4.2685,,
1.6529,1.3857,5.5714,3.44,5.0,4,2,11.7662,4.3383,,
1.55,1.4,7.0,3.44,1.0,2,1,13.7972,2.8487,,
1.55,1.4,7.0,3.44,4.0,14,2,13.4957,3.0295,,
1.55,1.4,7.0,3.44,5.0,2,1,15.4244,3.7545,,
1.605,1.3917,6.3333,3.44,4.0,146,5,12.2282,3.4079,,
1.6738,1.3813,5.5,3.44,4.0,8,2,10.2308,4.7846,,
1.605,1.3917,6.3333,3.44,4.0,12,2,11.7456,4.1283,,
1.5683,1.4,6.8333,3.44,4.0,146,5,12.4376,3.3248,,
1.5913,1.4,6.625,3.44,7.0,1,1,11.7309,4.05,,
1.55,1.4,7.0,3.44,4.0,146,5,12.3708,3.3858,,
1.5967,1.4,6.3333,3.44,4.0,146,5,12.4594,3.3333,,
1.655,1.4,5.5,3.44,10.0,8,2,11.0139,4.3862,-3.031811,0.194442
1.5967,1.4,6.3333,3.44,3.0,15,2,11.8788,4.058,,
1.61,1.3917,6.1667,3.44,4.0,146,5,12.3821,3.3647,,
1.685,1.3813,5.125,3.44,6.0,8,2,11.3187,4.3203,,
1.61,1.3917,6.1667,3.44,4.0,12,2,11.8115,4.1034,,
1.55,1.4,7.0,3.44,4.0,15,2,12.3718,3.6846,,
1.55,1.4,7.0,3.98,1.0,8,2,14.3545,3.7167,,
1.55,1.4,7.0,3.98,1.0,160,5,12.103,4.2816,-3.704208,0.025956
1.55,1.4,7.0,3.44,3.0,166,5,12.2833,4.1875,-2.824517,0.001442
1.55,1.4,7.0,3.98,3.0,1,1,15.0378,3.2456,,
1.55,1.4,7.0,3.44,4.0,146,5,13.2177,3.5887,,
1.55,1.4,7.0,3.44,4.0,146,5,12.9003,3.455,,
1.55,1.4,7.0,3.44,4.0,8,2,12.2267,5.0701,,
1.55,1.4,7.0,3.44,6.0,12,2,14.4833,3.7481,,
1.55,1.4,7.0,3.44,4.0,146,5,12.8502,3.4575,,
1.55,1.4,7.0,3.44,4.0,12,2,13.5454,3.9869,,
1.55,1.4,7.0,3.44,4.0,1,1,12.8945,4.9015,,
1.5633,1.3917,6.6667,3.44,4.0,146,5,12.6012,3.2778,,
1.55,1.4,7.0,3.98,1.0,5,2,11.8696,4.2173,,
1.55,1.4,7.0,3.44,1.0,11,2,12.3587,3.3788,,
1.55,1.4,7.0,3.44,1.0,142,4,11.3446,4.2571,,
1.55,1.4,7.0,3.98,1.0,1,1,13.7066,3.8484,,
1.55,1.4,7.0,3.44,2.0,20,3,12.0383,3.4656,,
1.55,1.4,7.0,3.44,4.0,2,1,11.8289,3.621,,
1.5913,1.3937,6.5,3.44,8.0,1,1,12.3244,3.1369,,
1.5637,1.4,6.875,3.44,8.0,1,1,12.4846,3.0831,-4.898539,0.062513
1.6195,1.4,6.3684,3.44,9.0,1,1,13.3503,3.298,,
1.55,1.4,7.0,3.44,8.0,1,1,12.6951,3.0542,,
1.55,1.4,7.0,3.98,2.0,148,5,14.3892,3.4547,,
1.55,1.4,7.0,3.98,2.0,2,1,15.6502,3.0835,-3.907816,0.015932
1.585,1.4,6.5,3.44,8.0,1,1,12.5904,3.0646,,
1.634,1.4,5.8,3.44,5.0,12,2,11.9903,4.0259,,
1.55,1.4,7.0,3.44,8.0,1,1,12.617,3.1299,,
1.595,1.3937,6.375,3.44,8.0,1,1,12.572,3.0746,,
1.55,1.4,7.0,3.44,1.0,204,7,10.5448,4.7786,-3.342296,0.018822
1.55,1.4,7.0,3.44,7.0,166,5,12.115,3.8173,,
1.55,1.4,7.0,3.44,8.0,1,1,12.5151,3.2117,,
1.55,1.4,7.0,3.44,8.0,1,1,12.7262,3.1526,,
1.56,1.3937,6.75,3.44,12.0,1,1,12.4141,3.0985,,
1.55,1.4,7.0,3.44,14.0,2,1,13.9247,2.7766,-4.188218,0.021789
1.55,1.4,7.0,3.44,6.0,2,1,13.2055,3.2186,,
1.55,1.4,7.0,3.44,3.0,4,2,14.8529,2.8382,,
1.55,1.4,7.0,3.44,3.0,11,2,14.4565,2.9022,,
1.55,1.4,7.0,3.44,1.0,174,6,12.5264,3.0157,,
1.55,1.4,7.0,3.44,3.0,11,2,13.6856,2.5325,,
1.55,1.4,7.0,3.44,2.0,26,3,11.6608,2.9894,,
1.55,1.4,7.0,3.44,2.0,11,2,13.9056,2.5198,-4.264617,0.080579
1.715,1.375,5.0,3.44,5.0,11,2,11.8182,3.5573,,
1.7975,1.3625,4.0,3.44,4.0,6,2,11.6982,3.6175,,
1.7975,1.3625,4.0,3.44,2.0,212,7,10.8442,4.5904,,
1.825,1.3583,3.6667,3.44,4.0,12,2,11.0678,4.5143,,
1.605,1.4,6.5,3.44,2.0,11,2,11.6993,3.5114,,
1.6233,1.4,6.3333,3.44,3.0,8,2,12.2267,3.8469,,
1.6325,1.4,6.25,3.44,4.0,6,2,11.5766,3.5311,,
1.6325,1.4,6.25,3.44,6.0,146,5,13.3664,2.8528,,
1.6325,1.4,6.25,3.44,4.0,12,2,12.3778,3.789,,
1.605,1.4,6.5,3.44,2.0,12,2,11.9375,3.9629,,
1.55,1.4,7.0,3.44,2.0,11,2,13.1048,3.2568,,
1.55,1.4,7.0,3.44,4.0,6,2,11.7803,3.6735,,
1.55,1.4,7.0,3.44,4.0,166,5,12.1089,4.2691,,
1.55,1.4,7.0,3.98,1.0,136,4,13.7114,3.389,,
1.55,1.4,7.0,3.98,5.0,3,2,16.6847,2.2882,-4.519855,0.019159
1.69,1.4,5.0,3.44,2.0,31,3,12.1735,3.4184,,
1.7367,1.4,4.3333,3.44,2.0,167,5,12.5623,3.3159,,
1.76,1.4,4.0,3.44,4.0,6,2,12.0747,3.4516,,
1.76,1.4,4.0,3.44,4.0,12,2,12.3147,3.9381,,
1.795,1.4,3.5,3.44,8.0,6,2,12.0592,3.4586,,
1.7533,1.3833,4.3333,3.44,3.0,6,2,11.9712,3.5035,,
1.69,1.4,5.0,3.44,2.0,2,1,12.6112,3.8356,,
1.55,1.4,7.0,3.44,2.0,14,2,11.1084,2.4893,,
1.55,1.4,7.0,3.44,4.0,56,3,13.5616,2.015,,
1.55,1.4,7.0,3.44,1.0,15,2,10.7591,2.1414,,
1.55,1.4,7.0,3.44,3.0,1,1,13.2038,4.5759,,
1.73,1.375,4.5,3.44,2.0,11,2,11.2996,3.7177,,
1.82,1.3625,3.25,3.44,4.0,6,2,11.5019,3.6749,,
1.82,1.3625,3.25,3.44,7.0,1,1,13.3804,2.9232,,
1.82,1.3625,3.25,3.44,4.0,12,2,11.5329,4.3077,,
1.73,1.375,4.5,3.44,2.0,74,3,11.6526,4.2188,,
1.55,1.4,7.0,3.44,1.0,160,5,12.1487,3.961,,
1.55,1.4,7.0,3.44,2.0,12,2,12.9118,3.3096,,
1.55,1.4,7.0,3.98,3.0,2,1,15.3544,2.7671,,
1.55,1.4,7.0,3.44,1.0,14,2,11.7095,2.9637,,
1.55,1.4,7.0,3.44,3.0,4,2,12.213,2.786,,
1.55,1.4,7.0,3.44,2.0,2,1,13.5139,2.8124,,
1.55,1.4,7.0,3.44,4.0,1,1,14.4925,2.491,,
1.55,1.4,7.0,3.44,2.0,14,2,13.3108,2.6188,,
1.55,1.4,7.0,3.44,1.0,15,2,10.3577,2.9913,,
1.55,1.4,7.0,3.44,2.0,2,1,10.4139,3.327,,
1.55,1.4,7.0,3.44,1.0,29,3,15.5322,2.6711,-4.60827,0.011741
1.55,1.4,7.0,3.98,2.0,14,2,12.5005,3.2053,,
1.55,1.4,7.0,3.44,1.0,4,2,12.1387,3.2423,-5.078652,0.001174
1.55,1.4,7.0,3.44,4.0,1,1,14.9499,2.4781,,
1.55,1.4,7.0,3.44,3.0,11,2,13.4564,2.5548,,
1.55,1.4,7.0,3.44,2.0,4,2,14.5195,2.8024,,
1.55,1.4,7.0,3.44,2.0,11,2,13.1572,3.824,,
1.59,1.375,6.0,3.44,3.0,1,1,13.3076,2.8311,,
1.59,1.375,6.0,3.44,2.0,11,2,12.2889,3.3311,,
1.59,1.375,6.0,3.44,4.0,2,1,13.4197,2.8445,,
1.61,1.3625,5.5,3.44,4.0,6,2,12.255,3.3177,,
1.61,1.3625,5.5,3.44,6.0,146,5,13.2569,2.8647,,
1.61,1.3625,5.5,3.44,4.0,166,5,12.5996,3.6875,,
1.614,1.36,5.4,3.44,2.0,5,2,14.7787,3.21,,
1.65,1.3667,5.0,3.44,2.0,5,2,14.669,3.1856,,
1.6633,1.3583,4.8333,3.44,2.0,5,2,14.1083,3.3308,,
1.614,1.36,5.4,3.44,3.0,1,1,11.4613,3.8411,,
1.59,1.375,6.0,3.44,1.0,74,3,12.2444,3.8397,,
1.59,1.375,6.0,3.44,2.0,2,1,10.7506,3.1842,,
1.59,1.375,6.0,3.98,3.0,2,1,12.6431,3.1317,,
2.16,1.45,6.0,3.44,1.0,15,2,13.2342,3.0396,,
2.16,1.45,6.0,3.44,1.0,14,2,14.5382,2.9685,,
2.16,1.45,6.0,3.44,3.0,12,2,13.1463,3.5426,-3.532483,0.003743
2.16,1.45,6.0,3.44,1.0,11,2,13.9768,3.4044,,
2.16,1.45,6.0,3.44,1.0,62,3,14.5619,3.4896,,
2.16,1.45,6.0,3.44,1.0,2,1,14.547,3.1251,,
2.16,1.45,6.0,3.44,5.0,2,1,13.4399,3.1369,,
2.16,1.45,6.0,3.44,1.0,4,2,14.3448,3.6922,,
2.16,1.45,6.0,3.44,3.0,1,1,14.2852,3.3746,,
2.16,1.45,6.0,3.44,4.0,12,2,14.8389,4.2301,-2.992617,0.023754
2.16,1.45,6.0,3.44,1.0,11,2,14.4669,3.5566,-3.560031,0.00712
2.16,1.45,6.0,3.44,1.0,2,1,14.2937,3.3623,,
2.16,1.45,6.0,3.44,3.0,9,2,14.9136,3.113,,
2.16,1.45,6.0,3.44,1.0,2,1,14.1342,3.3049,,
2.16,1.45,6.0,3.44,1.0,141,4,15.2787,4.6349,,
2.16,1.45,6.0,3.44,1.0,2,1,13.6775,3.2766,,
2.16,1.45,6.0,3.44,4.0,1,1,15.4968,2.6957,-3.363105,0.017328
2.16,1.45,6.0,3.44,1.0,33,3,16.4126,2.9906,,
1.88,1.35,3.0,3.44,3.0,1,1,15.6481,2.5606,,
1.83,1.4,3.0,3.44,1.0,64,3,13.3548,2.6439,,
1.55,1.4,7.0,3.44,1.0,11,2,13.7446,2.6042,,
1.55,1.4,7.0,3.44,1.0,1,1,12.9678,2.7307,,
1.6125,1.4,3.75,3.44,5.0,146,5,13.0164,2.889,,
1.63,1.35,5.0,3.44,2.0,56,3,13.5131,2.88,,
1.83,1.4,3.0,3.44,2.0,1,1,11.5219,3.3299,,
1.83,1.4,3.0,3.44,1.0,7,2,12.4877,2.8541,,
1.83,1.4,3.0,3.44,1.0,5,2,11.3371,3.3838,-4.730191,0.00309
1.55,1.4,7.0,3.44,1.0,62,3,14.0566,2.7786,,
1.55,1.4,7.0,3.44,1.0,1,1,12.7121,2.7943,,
1.91,1.35,2.0,3.44,1.0,6,2,12.2114,2.9497,,
1.83,1.4,3.0,3.44,1.0,1,1,11.2624,3.4061,,
1.88,1.35,3.0,3.44,2.0,4,2,13.4264,2.6636,,
1.83,1.4,3.0,3.44,1.0,5,2,11.5946,3.3092,,
1.83,1.4,3.0,3.44,2.0,4,2,14.2509,2.4768,,
1.55,1.4,7.0,3.44,1.0,2,1,11.9509,3.1815,-3.352831,0.08891
1.55,1.4,7.0,3.44,2.0,4,2,13.5036,2.6037,,
1.91,1.35,2.0,3.44,5.0,1,1,13.2291,4.5395,-3.536262,0.015944
1.63,1.35,5.0,3.44,9.0,1,1,14.7565,3.4088,,
1.88,1.35,3.0,3.44,6.0,146,5,14.1359,2.9006,,
1.88,1.35,3.0,3.44,2.0,9,2,10.8283,5.0823,,
1.66,1.4,6.0,3.44,6.0,146,5,13.8729,2.8823,,
1.83,1.4,3.0,3.44,4.0,2,1,13.2595,4.0538,,
1.83,1.4,3.0,3.44,8.0,1,1,14.0834,2.815,,
1.83,1.4,3.0,3.44,1.0,95,4,13.6668,4.3082,,
1.91,1.35,2.0,3.44,8.0,1,1,14.1864,2.8878,,
1.91,1.35,2.0,3.44,4.0,12,2,12.4132,4.4254,-3.835749,0.000186
1.63,1.35,5.0,3.44,6.0,146,5,13.7475,2.8974,-2.745027,0.037954
1.63,1.35,5.0,3.44,2.0,9,2,12.2147,4.2339,,
2.16,1.45,6.0,3.44,1.0,15,2,14.903,5.4869,-4.874744,0.032813
1.91,1.35,2.0,3.44,2.0,14,2,14.3559,2.2968,,
1.91,1.35,2.0,3.44,1.0,2,1,13.349,2.8286,,
1.91,1.35,2.0,3.44,3.0,4,2,12.9147,2.9063,-4.980682,0.011522
1.91,1.35,2.0,3.44,1.0,146,5,13.6407,2.7757,,
1.91,1.35,2.0,3.44,17.0,2,1,11.8136,3.9415,-3.548908,0.020507
1.91,1.35,2.0,3.44,11.0,12,2,10.9522,4.7001,,
1.91,1.35,2.0,3.44,1.0,13,2,13.3824,2.8892,,
1.91,1.35,2.0,3.44,3.0,12,2,12.1303,3.2395,,
1.91,1.35,2.0,3.44,2.0,15,2,12.7224,3.1139,,
1.91,1.35,2.0,3.44,6.0,70,3,13.1818,2.4838,-4.807226,0.060481
1.91,1.35,2.0,3.44,1.0,11,2,11.4384,3.5838,,
1.91,1.35,2.0,3.44,3.0,13,2,13.9167,2.7405,,
1.91,1.35,2.0,3.44,2.0,14,2,12.0843,3.4286,,
1.91,1.35,2.0,3.44,3.0,1,1,13.808,2.907,,
1.91,1.35,2.0,3.44,1.0,65,3,10.1686,5.6007,,
1.91,1.35,2.0,3.44,1.0,14,2,11.9846,3.6269,,
1.91,1.35,2.0,3.44,4.0,166,5,12.5921,4.6796,,
1.91,1.35,2.0,3.44,4.0,6,2,11.8301,3.9459,,
1.91,1.35,2.0,3.44,4.0,12,2,12.4242,4.8079,,
1.91,1.35,2.0,3.44,1.0,122,4,10.5543,4.3034,,
1.91,1.35,2.0,3.44,2.0,15,2,13.7375,3.1463,-4.440472,0.02116
1.91,1.35,2.0,3.44,1.0,2,1,13.3031,2.98,,
1.91,1.35,2.0,3.44,2.0,2,1,12.0168,3.7219,,
1.91,1.35,2.0,3.44,4.0,1,1,11.0708,4.6869,,
1.91,1.35,2.0,3.44,4.0,146,5,12.3903,3.6889,,
1.91,1.35,2.0,3.44,1.0,2,1,9.6422,6.1489,,
1.91,1.35,2.0,3.44,1.0,11,2,11.4292,3.742,,
1.91,1.35,2.0,3.44,14.0,1,1,13.4844,2.9187,,
1.91,1.35,2.0,3.44,1.0,2,1,9.5681,6.2864,,
1.91,1.35,2.0,3.44,1.0,6,2,11.5466,3.3797,-4.763462,0.001379
1.91,1.35,2.0,3.44,2.0,4,2,13.9502,2.5564,,
1.91,1.35,2.0,3.44,2.0,14,2,12.6564,1.6238,,
1.91,1.35,2.0,3.44,2.0,14,2,9.7656,2.0305,,
1.91,1.35,2.0,3.44,1.0,64,3,12.0025,4.1824,-4.099165,0.026949
1.91,1.35,2.0,3.44,1.0,5,2,12.4009,3.1151,,
1.91,1.35,2.0,3.44,3.0,4,2,13.9238,2.5482,,
1.91,1.35,2.0,3.44,1.0,159,5,12.1718,3.4939,,
1.91,1.35,2.0,3.98,2.0,2,1,12.467,3.2854,-5.057703,0.065408
1.91,1.35,2.0,3.44,2.0,11,2,12.267,4.1439,,
1.91,1.35,2.0,3.44,2.0,10,2,13.3913,4.989,,
1.91,1.35,2.0,3.44,1.0,15,2,19.6251,3.5442,,
1.63,1.35,5.0,3.44,1.0,14,2,15.2458,2.9621,,
1.83,1.4,3.0,3.44,10.0,1,1,12.7257,2.8738,-5.010499,0.005443
1.91,1.35,2.0,3.44,2.0,7,2,14.4066,2.8965,,
1.88,1.35,3.0,3.44,4.0,1,1,14.0329,6.6423,-3.768149,0.012053
1.55,1.4,7.0,3.44,1.0,63,3,14.3211,6.1299,,
1.63,1.35,5.0,3.44,1.0,14,2,13.2503,3.6974,,
1.54,1.4,4.0,3.44,1.0,15,2,13.3603,2.6595,-3.235354,0.011663
1.54,1.4,4.0,3.44,2.0,7,2,15.0113,2.3321,,
1.54,1.4,4.0,3.44,1.0,61,3,12.8845,2.8118,,
1.54,1.4,4.0,3.44,4.0,3,2,13.7397,4.7033,,
1.54,1.4,4.0,3.44,7.0,12,2,12.917,3.3443,,
1.6253,1.4,3.7059,3.44,7.0,146,5,12.2796,3.7687,,
1.54,1.4,4.0,3.44,8.0,166,5,12.7584,3.4061,,
1.744,1.37,3.4,3.44,5.0,1,1,11.8016,4.0573,,
1.7763,1.3813,3.25,3.44,10.0,8,2,11.8829,4.0529,,
1.7875,1.3813,2.875,3.44,10.0,8,2,11.7402,4.0979,,
1.714,1.4,3.4,3.44,4.0,2,1,12.8952,3.6336,,
1.6525,1.4,4.75,3.44,4.0,8,2,11.3064,4.1862,,
1.5471,1.4,6.1429,3.44,5.0,4,2,12.5663,3.9115,,
1.54,1.4,4.0,3.44,1.0,62,3,13.4041,2.8748,,
1.71,1.375,3.5,3.44,4.0,1,1,11.3711,4.9889,,
1.71,1.375,3.5,3.44,4.0,8,2,12.1635,4.7303,,
1.57,1.4,4.5,3.44,6.0,146,5,13.6481,2.7391,,
1.6,1.4,5.0,3.44,4.0,1,1,12.0417,4.5915,,
1.54,1.4,4.0,3.44,4.0,8,2,12.0194,4.8667,,
1.6125,1.4,3.75,3.44,6.0,146,5,14.0832,2.6678,,
1.685,1.4,3.5,3.44,4.0,8,2,12.2209,4.5895,,
1.67,1.3813,4.375,3.44,4.0,8,2,10.7494,4.4172,,
1.545,1.4,5.5,3.44,4.0,1,1,12.1237,4.6108,,
1.545,1.4,5.5,3.44,4.0,8,2,11.959,4.639,,
1.545,1.4,5.5,3.44,4.0,8,2,12.5596,4.5151,,
1.566,1.4,5.0,3.44,1.0,146,5,13.0424,2.9842,,
1.5425,1.4,4.75,3.44,2.0,186,6,11.338,3.9853,,
1.54,1.4,4.0,3.44,1.0,148,5,10.9254,4.9527,,
1.6,1.4,5.0,3.44,4.0,1,1,12.0707,4.2496,,
1.725,1.375,3.0,3.44,4.0,8,2,11.8074,4.8687,-3.881124,0.096218
1.5962,1.3687,4.625,3.44,4.0,8,2,11.4309,3.9603,,
1.5625,1.3875,4.25,3.44,2.0,186,6,11.511,3.8774,,
1.614,1.39,3.6,3.44,2.0,14,2,12.1212,3.2786,,
1.5438,1.4,5.125,3.44,4.0,8,2,11.2378,4.0644,,
1.6533,1.3833,3.6667,3.44,3.0,4,2,11.9901,3.9886,,
1.54,1.4,4.0,3.44,6.0,1,1,13.0358,3.2979,,
1.795,1.3625,3.25,3.44,3.0,186,6,10.2352,4.7679,,
1.8233,1.3583,3.1667,3.44,4.0,12,2,11.4987,4.2884,,
1.71,1.375,3.5,3.44,2.0,74,3,12.5058,3.7798,,
1.765,1.375,3.6667,3.44,4.0,146,5,12.1394,3.4113,,
1.63,1.4,5.5,3.44,7.0,146,5,13.7025,2.7576,,
1.63,1.4,5.5,3.44,4.0,12,2,12.5855,3.6487,,
1.6,1.4,5.0,3.44,2.0,119,4,11.4358,3.9656,,
1.6,1.4,5.0,3.44,1.0,1,1,15.1828,2.5843,,
1.54,1.4,4.0,3.44,4.0,6,2,12.5948,3.3971,,
1.8217,1.375,2.6667,3.44,4.0,146,5,12.2082,3.4211,,
1.7333,1.4,3.3333,3.44,2.0,1,1,12.0479,4.1271,,
1.7575,1.4,3.25,3.44,7.0,146,5,14.3576,2.6711,-4.012802,0.043553
1.7575,1.4,3.25,3.44,4.0,146,5,12.4219,3.3877,,
1.7575,1.4,3.25,3.44,3.0,186,6,12.1844,3.9,,
1.685,1.4,3.5,3.44,2.0,119,4,11.6954,3.9686,,
1.7283,1.375,4.0,3.44,4.0,146,5,12.5396,3.324,,
1.5467,1.4,6.0,3.44,2.0,64,3,12.1427,3.8555,,
1.5475,1.4,6.25,3.44,4.0,6,2,12.4382,3.2962,,
1.5475,1.4,6.25,3.44,8.0,146,5,13.4092,2.8501,,
1.585,1.4,6.1667,3.44,4.0,146,5,12.3436,3.3127,,
1.5475,1.4,6.25,3.44,2.0,166,5,11.782,4.0012,,
1.548,1.4,6.4,3.44,5.0,12,2,11.7683,4.0225,,
1.5483,1.4,6.5,3.44,4.0,12,2,12.066,3.9341,,
1.5488,1.4,6.625,3.44,8.0,1,1,12.5444,3.0603,,
1.549,1.4,6.7,3.44,5.0,12,2,11.6397,4.1005,,
1.545,1.4,5.5,3.44,2.0,119,4,11.3755,4.0582,,
