tm_eneg,tm_ionic_radius,tm_max_oxidation_state,anion_eneg,li_per_fu,spacegroup_number,crystal_system,volume_per_atom,density,neg_avg_voltage,max_delta_volume
1.8175,1.3625,2.5,3.44,4.0,2,1,11.8781,4.1001,,
1.8483,1.3583,2.3333,3.44,4.0,146,5,12.3338,3.4076,,
1.8638,1.3563,2.25,3.44,8.0,1,1,11.5284,4.2894,,
1.725,1.375,3.0,3.44,2.0,15,2,12.1337,3.8902,,
1.6075,1.3625,4.75,3.44,4.0,5,2,14.628,2.9246,,
1.6075,1.3625,4.75,3.44,4.0,2,1,12.9792,3.5043,,
1.585,1.375,4.5,3.44,2.0,67,3,14.5917,2.9069,,
1.63,1.35,5.0,3.44,1.0,2,1,13.3836,2.3568,-3.016375,0.014909
1.63,1.35,5.0,3.44,3.0,40,3,14.3999,2.0488,,
1.63,1.35,5.0,3.44,5.0,1,1,13.511,2.1036,,
1.63,1.35,5.0,3.44,1.0,14,2,12.7563,4.2266,,
1.63,1.35,5.0,3.98,7.0,1,1,14.1522,2.838,,
1.63,1.35,5.0,3.44,1.0,2,1,13.5595,2.7117,,
1.63,1.35,5.0,3.44,1.0,15,2,13.1642,2.7219,,
1.63,1.35,5.0,3.44,2.0,7,2,15.0201,2.3469,,
1.63,1.35,5.0,3.44,3.0,12,2,12.5581,2.8956,,
1.63,1.35,5.0,3.44,1.0,146,5,13.742,2.6701,,
1.63,1.35,5.0,3.44,3.0,1,1,14.9345,2.3567,,
1.63,1.35,5.0,3.44,3.0,64,3,13.9648,2.4833,,
1.63,1.35,5.0,3.44,1.0,61,3,11.7429,3.1913,,
1.63,1.35,5.0,3.44,4.0,3,2,13.4694,4.8214,-3.636997,0.073674
1.63,1.35,5.0,3.44,3.0,12,2,12.8501,3.3891,,
1.63,1.35,5.0,3.98,1.0,1,1,13.1577,3.2635,,
1.63,1.35,5.0,3.44,3.0,15,2,12.7951,2.9528,,
1.63,1.35,5.0,3.44,2.0,14,2,12.9888,2.9334,,
1.63,1.35,5.0,3.44,6.0,70,3,13.4133,2.3574,,
1.64,1.3667,5.3333,3.44,2.0,167,5,12.4604,3.2487,,
1.648,1.38,5.6,3.44,4.0,8,2,12.1563,5.0037,,
1.64,1.3667,5.3333,3.44,3.0,12,2,12.6993,3.6304,,
1.63,1.35,5.0,3.44,2.0,167,5,12.5661,3.3061,,
1.63,1.35,5.0,3.98,2.0,2,1,16.3755,2.6463,,
1.75,1.38,3.8,3.44,5.0,2,1,12.7138,3.739,,
1.6967,1.3667,4.3333,3.44,3.0,2,1,12.1425,3.8553,,
1.63,1.35,5.0,3.98,1.0,9,2,12.3676,3.6612,,
1.63,1.35,5.0,3.44,1.0,62,3,14.2978,3.0176,,
1.63,1.35,5.0,3.98,1.0,7,2,13.0258,3.3922,,
1.63,1.35,5.0,3.98,2.0,1,1,15.6045,2.7416,,
1.63,1.35,5.0,3.98,1.0,7,2,17.3428,2.402,,
1.63,1.35,5.0,3.44,1.0,62,3,13.0423,3.0148,,
1.63,1.35,5.0,3.44,1.0,11,2,12.1268,3.2389,,
1.63,1.35,5.0,3.44,1.0,5,2,12.9166,2.9793,,
1.63,1.35,5.0,3.44,4.0,1,1,11.3664,2.833,,
1.63,1.35,5.0,3.44,5.0,2,1,12.6199,2.8671,,
1.63,1.35,5.0,3.44,4.0,49,3,13.7942,3.1178,,
1.63,1.35,5.0,3.44,2.0,167,5,13.436,3.4708,,
1.73,1.35,4.2,3.44,3.0,14,2,13.5788,3.3283,,
1.71,1.37,4.2,3.44,4.0,14,2,15.0191,2.969,,
1.63,1.35,5.0,3.98,1.0,1,1,12.0732,3.8942,,
1.63,1.35,5.0,3.98,1.0,2,1,12.3956,3.6391,,
1.63,1.35,5.0,3.44,2.0,2,1,12.2661,3.2278,,
1.63,1.35,5.0,3.44,1.0,41,3,15.2443,2.474,-3.205889,0.01046
1.63,1.35,5.0,3.44,3.0,1,1,13.2149,2.9104,,
1.63,1.35,5.0,3.44,5.0,146,5,13.6436,3.9663,,
1.6925,1.35,4.5,3.44,4.0,6,2,12.0398,3.4,,
1.6925,1.35,4.5,3.44,2.0,4,2,12.0907,3.8885,,
1.6375,1.3625,5.25,3.44,6.0,146,5,13.3777,2.8281,,
1.642,1.37,5.4,3.44,5.0,2,1,12.6152,3.6577,,
1.645,1.375,5.5,3.44,4.0,1,1,11.9397,4.6841,,
1.645,1.375,5.5,3.44,4.0,1,1,12.0384,4.7128,,
1.645,1.375,5.5,3.44,4.0,1,1,12.039,5.359,,
1.6375,1.3625,5.25,3.44,2.0,12,2,12.2958,3.7456,,
1.63,1.35,5.0,3.44,4.0,6,2,12.0865,3.4133,,
1.63,1.35,5.0,3.44,6.0,146,5,13.2897,2.8893,,
1.63,1.35,5.0,3.44,2.0,198,7,11.7996,4.0385,,
1.68,1.3625,4.5,3.44,6.0,146,5,13.439,2.8292,,
1.71,1.37,4.2,3.44,3.0,2,1,13.6342,3.5188,,
1.73,1.375,4.0,3.44,4.0,1,1,13.6115,4.2269,,
1.68,1.3625,4.5,3.44,4.0,166,5,12.6413,3.6853,,
1.7,1.35,4.25,3.44,4.0,6,2,11.892,3.4408,,
1.7,1.35,4.25,3.44,7.0,146,5,13.4978,2.8272,,
1.7,1.35,4.25,3.44,2.0,8,2,11.7986,3.9819,,
1.63,1.35,5.0,3.98,1.0,1,1,11.748,3.9549,-2.989195,0.007263
1.63,1.35,5.0,3.98,1.0,9,2,11.748,3.724,,
1.63,1.35,5.0,3.44,19.0,11,2,13.0287,3.2537,-2.755532,0.016576
1.63,1.35,5.0,3.98,1.0,1,1,13.9242,3.0037,,
1.63,1.35,5.0,3.44,1.0,11,2,13.121,3.0223,,
1.63,1.35,5.0,3.44,6.0,146,5,13.7297,3.2246,,
1.63,1.35,5.0,3.44,1.0,166,5,11.4428,4.595,,
1.63,1.35,5.0,3.98,3.0,5,2,13.3258,3.2924,,
1.636,1.36,5.2,3.44,2.0,5,2,13.9069,3.3917,,
1.686,1.35,4.4,3.44,2.0,5,2,13.7662,3.4713,,
1.63,1.35,5.0,3.44,3.0,5,2,14.5504,3.0834,,
1.67,1.36,4.6,3.44,3.0,5,2,15.2007,2.902,,
1.63,1.35,5.0,3.98,1.0,1,1,13.0054,3.3257,,
1.63,1.35,5.0,3.98,3.0,1,1,13.0719,3.2612,,
1.63,1.35,5.0,3.98,1.0,5,2,13.6637,3.2566,,
1.63,1.35,5.0,3.44,1.0,2,1,13.0878,2.9166,,
1.63,1.35,5.0,3.44,7.0,114,4,13.5509,2.7082,,
1.6871,1.3643,4.4286,3.44,5.0,4,2,12.0226,4.0591,,
1.63,1.35,5.0,3.44,2.0,5,2,14.0906,3.3406,,
1.63,1.35,5.0,3.44,3.0,1,1,11.5868,3.7658,,
1.63,1.35,5.0,3.98,5.0,1,1,14.2139,2.9074,,
1.63,1.35,5.0,3.98,1.0,1,1,11.2883,4.1895,,
1.63,1.35,5.0,3.44,14.0,2,1,13.9521,2.7183,,
1.63,1.35,5.0,3.44,5.0,11,2,13.0311,3.3315,,
1.63,1.35,5.0,3.44,4.0,33,3,16.4691,2.8969,,
1.63,1.35,5.0,3.44,2.0,4,2,15.787,2.6282,,
1.63,1.35,5.0,3.44,1.0,62,3,13.7651,3.5477,,
1.63,1.35,5.0,3.44,1.0,82,4,14.5859,2.386,,
1.63,1.35,5.0,3.44,3.0,11,2,14.4948,2.3453,,
1.63,1.35,5.0,3.44,2.0,26,3,11.7515,2.8856,,
1.8175,1.35,3.5,3.44,4.0,6,2,11.8077,3.5605,,
1.755,1.35,4.0,3.44,1.0,74,3,10.8063,4.453,,
1.645,1.375,5.5,3.44,3.0,1,1,13.1717,2.8417,,
1.65,1.3833,5.6667,3.44,3.0,12,2,12.4792,3.71,,
1.6525,1.3875,5.75,3.44,6.0,146,5,13.5007,2.81,,
1.6525,1.3875,5.75,3.44,4.0,166,5,12.522,3.7012,,
1.645,1.375,5.5,3.44,1.0,74,3,11.7609,3.9283,,
1.645,1.375,5.5,3.44,3.0,2,1,11.0882,3.0597,,
1.645,1.375,5.5,3.98,3.0,2,1,12.4502,3.1522,,
1.63,1.35,5.0,3.44,2.0,11,2,11.7183,3.5949,,
1.63,1.35,5.0,3.44,1.0,12,2,12.4267,3.9751,,
1.63,1.35,5.0,3.98,1.0,136,4,13.3869,3.3472,,
1.63,1.35,5.0,3.98,1.0,14,2,14.0403,3.0025,,
1.63,1.35,5.0,3.98,1.0,14,2,14.2258,2.8391,,
1.63,1.35,5.0,3.98,3.0,7,2,19.5783,1.9984,-4.623387,0.018464
1.63,1.35,5.0,3.98,4.0,44,3,18.7905,2.0318,,
1.73,1.375,4.0,3.44,3.0,1,1,13.3703,2.8234,,
1.73,1.375,4.0,3.44,2.0,11,2,12.1694,3.3741,,
1.78,1.3875,3.5,3.44,4.0,6,2,11.9285,3.4707,,
1.78,1.3875,3.5,3.44,6.0,146,5,13.9655,2.7568,-4.215075,0.013671
1.78,1.3875,3.5,3.44,4.0,166,5,12.6981,3.7757,,
1.805,1.3937,3.25,3.44,8.0,1,1,13.7316,2.8125,,
1.73,1.375,4.0,3.44,1.0,74,3,11.9375,3.9594,,
1.73,1.375,4.0,3.98,3.0,2,1,12.5914,3.1531,,
1.63,1.35,5.0,3.44,4.0,1,1,15.805,3.398,,
1.63,1.35,5.0,3.44,2.0,11,2,14.4263,3.3476,,
1.63,1.35,5.0,3.98,2.0,1,1,13.3478,2.2662,,
1.77,1.35,3.5,3.44,2.0,11,2,11.5739,3.5818,,
1.84,1.35,2.75,3.44,4.0,6,2,11.5469,3.6366,,
1.84,1.35,2.75,3.44,8.0,1,1,13.7091,2.8388,-4.188688,0.013106
1.77,1.35,3.5,3.44,2.0,12,2,12.1969,3.9398,,
1.63,1.35,5.0,3.44,1.0,12,2,12.3363,3.7214,,
1.63,1.35,5.0,3.98,1.0,62,3,14.9924,2.8226,,
1.63,1.35,5.0,3.44,2.0,12,2,13.6852,3.0013,,
1.63,1.35,5.0,3.98,3.0,9,2,14.1186,2.7742,-3.081428,0.025852
1.63,1.35,5.0,3.98,4.0,1,1,14.9194,2.5402,,
1.63,1.35,5.0,3.98,1.0,14,2,13.3748,3.0774,,
1.63,1.35,5.0,3.98,2.0,36,3,15.7926,2.5048,,
1.63,1.35,5.0,3.98,3.0,7,2,14.614,2.6285,,
1.63,1.35,5.0,3.98,5.0,7,2,14.3958,2.4745,-3.823998,0.007652
1.63,1.35,5.0,3.44,3.0,1,1,11.4539,2.9224,,
1.63,1.35,5.0,3.44,1.0,2,1,12.5932,2.9653,,
1.63,1.35,5.0,3.44,3.0,11,2,13.8893,2.4619,,
1.63,1.35,5.0,3.98,2.0,15,2,12.2631,3.1901,,
1.63,1.35,5.0,3.44,1.0,14,2,12.5576,3.0586,,
1.63,1.35,5.0,3.98,2.0,60,3,17.4314,2.1592,,
1.63,1.35,5.0,3.44,3.0,1,1,13.7953,2.6374,,
1.63,1.35,5.0,3.44,3.0,2,1,12.9873,2.4044,,
1.63,1.35,5.0,3.44,3.0,4,2,14.694,2.2944,,
1.63,1.35,5.0,3.44,1.0,17,3,11.1185,3.5601,,
1.63,1.35,5.0,3.44,2.0,26,3,13.4653,2.8015,,
1.63,1.35,5.0,3.44,2.0,11,2,12.8237,3.8803,,
1.63,1.35,5.0,3.44,4.0,1,1,12.8505,5.962,,
1.66,1.4,6.0,3.44,2.0,146,5,13.1624,2.9602,,
1.83,1.4,3.0,3.44,2.0,11,2,12.2332,3.5202,,
1.83,1.4,3.0,3.44,8.0,1,1,15.0718,2.9716,-3.041145,0.005846
