actions,a_eneg,b_eneg,x_eneg,a_radius,b_radius,x_radius,a_max_oxid,b_max_oxid,tolerance_factor,octahedral_factor
39,0.82,2.01,2.66,1.72,0.73,2.2,1.0,4.0,0.946,0.3318
