battery_id,framework_formula,primary_tm,formula_discharge,tm_eneg,tm_ionic_radius,tm_max_oxidation_state,anion_eneg,li_per_fu,spacegroup_number,crystal_system,volume_per_atom,density,polyanion_eneg,structure_prototype,tm_oxidation_discharge,average_voltage,max_delta_volume
mp-774420_Li,Fe2Ni(PO4)3,Fe,Li2Fe2Ni(PO4)3,1.8567,1.3833,2.6667,3.44,2.0,167,5,12.3233,3.4084,2.19,5,3.0,3.526214,0.029925
mp-752981_Li,Fe2Ni3O10,Ni,Li5Fe2Ni3O10,1.878,1.37,2.4,3.44,5.0,1,1,11.7139,4.2316,0.0,0,3.3333,4.090493,0.01892
mp-758641_Li,Fe2Ni5O12,Ni,Li5Fe2Ni5O12,1.8871,1.3643,2.2857,3.44,5.0,4,2,11.3076,4.6154,0.0,0,2.6667,3.963838,0.00268
mp-757135_Li,Fe2NiO6,Fe,Li3Fe2NiO6,1.8567,1.3833,2.6667,3.44,3.0,12,2,11.7083,4.1977,0.0,4,3.0,4.646637,0.047049
mp-755377_Li,Fe2O2F3,Fe,LiFe2O2F3,1.83,1.4,3.0,3.98,1.0,15,2,12.2788,3.8771,0.0,4,3.1586,4.665271,0.060875
mp-776904_Li,Fe2OF3,Fe,LiFe2OF3,1.83,1.4,3.0,3.98,1.0,62,3,13.1131,3.8978,0.0,1,2.0,3.240462,0.077114
mp-752522_Li,Fe2P4H3O16,Fe,Li4Fe2P4H3O16,1.83,1.4,3.0,3.44,4.0,1,1,11.8585,2.7703,2.19,0,3.1586,4.275044,0.036551
mp-759016_Li,Fe2Si2O7,Fe,Li2Fe2Si2O7,1.83,1.4,3.0,3.44,2.0,14,2,14.8746,2.8402,1.9,0,2.0,2.686688,0.056219
mp-757438_Li,Fe2Si3O10,Fe,Li4Fe2Si3O10,1.83,1.4,3.0,3.44,4.0,1,1,14.6036,2.6982,1.9,0,2.0,3.28524,0.026695
mp-766497_Li,Fe3(BO3)4,Fe,Li5Fe3(BO3)4,1.83,1.4,3.0,3.44,5.0,7,2,12.3646,2.8469,2.04,0,3.0,3.034783,0.016365
mp-752964_Li,Fe3(NiO5)2,Fe,Li5Fe3(NiO5)2,1.862,1.38,2.6,3.44,5.0,1,1,12.0041,4.103,0.0,0,3.3333,3.793926,0.015807
mp-752847_Li,Fe3(OF3)2,Fe,Li4Fe3(OF3)2,1.83,1.4,3.0,3.98,4.0,1,1,14.3845,3.2903,0.0,0,2.0,3.149516,0.010184
mp-26860_Li,Fe3(P2O7)2,Fe,Li2Fe3(P2O7)2,1.83,1.4,3.0,3.44,2.0,2,1,12.4784,3.2661,2.19,0,2.5,3.974167,0.016209
mp-25883_Li,Fe3(P3O10)2,Fe,LiFe3(P3O10)2,1.83,1.4,3.0,3.44,1.0,20,3,14.749,2.6142,2.19,0,3.0,4.476147,0.012491
mp-26077_Li,Fe3(PO4)4,Fe,Li3Fe3(PO4)4,1.83,1.4,3.0,3.44,3.0,1,1,13.6053,2.9049,2.19,0,3.0,5.296847,0.008416
mp-759106_Li,Fe3(SiO4)2,Fe,Li2Fe3(SiO4)2,1.83,1.4,3.0,3.44,2.0,1,1,15.2012,2.9553,1.9,0,2.0,2.96206,0.043051
mp-753126_Li,Fe3(SnO5)2,Fe,Li5Fe3(SnO5)2,1.83,1.4,3.0,3.44,5.0,2,1,13.8989,4.4997,0.0,0,3.0,2.661507,0.02243
mp-758853_Li,Fe3Co(PO4)4,Fe,Li4Fe3Co(PO4)4,1.8425,1.3875,3.0,3.44,4.0,6,2,11.8553,3.5388,2.19,0,2.0,3.730898,0.0502
mp-757363_Li,Fe3Co(PO4)6,Fe,Li7Fe3Co(PO4)6,1.8425,1.3875,3.0,3.44,7.0,1,1,13.4106,2.9,2.19,0,3.0,3.45664,0.063486
mp-753758_Li,Fe3Co2Ni3O16,Fe,Li10Fe3Co2Ni3O16,1.8725,1.3687,2.625,3.44,10.0,8,2,11.3567,4.3711,0.0,0,3.5,3.98732,0.072445
mp-757039_Li,Fe3Co3(SbO8)2,Fe,Li4Fe3Co3(SbO8)2,1.855,1.375,3.0,3.44,4.0,8,2,11.5149,5.0704,2.05,0,3.5,4.521836,0.040836
mp-758114_Li,Fe3Co3(TeO8)2,Fe,Li4Fe3Co3(TeO8)2,1.855,1.375,3.0,3.44,4.0,1,1,11.7523,5.0367,0.0,0,4.0,4.101545,0.072332
mp-757626_Li,Fe3Co7O20,Co,Li10Fe3Co7O20,1.865,1.365,3.0,3.44,10.0,10,2,11.3985,4.3707,0.0,0,3.5,3.937661,0.0217
mp-752777_Li,Fe3CoO8,Fe,Li4Fe3CoO8,1.8425,1.3875,3.0,3.44,4.0,12,2,12.383,3.9611,0.0,4,3.0,3.816366,0.013699
mp-775191_Li,Fe3Cu(PO4)4,Fe,Li4Fe3Cu(PO4)4,1.83,1.4,3.0,3.44,4.0,6,2,11.8497,3.5674,2.19,0,3.0,3.693902,0.054072
mp-753104_Li,Fe3CuO8,Fe,Li4Fe3CuO8,1.83,1.4,3.0,3.44,4.0,2,1,12.5157,3.9701,0.0,0,3.0,3.774741,0.011124
mp-771063_Li,Fe3Ni(PO4)4,Fe,Li4Fe3Ni(PO4)4,1.85,1.3875,2.75,3.44,4.0,6,2,11.9042,3.5228,2.19,0,2.0,3.844943,0.043914
mp-771187_Li,Fe3Ni(PO4)6,Fe,Li7Fe3Ni(PO4)6,1.85,1.3875,2.75,3.44,7.0,1,1,13.7582,2.8259,2.19,0,3.0,4.394681,0.009076
mp-759370_Li,Fe3Ni7O20,Ni,Li10Fe3Ni7O20,1.886,1.365,2.3,3.44,10.0,10,2,11.8276,4.2043,0.0,0,3.3333,3.656881,0.004188
mp-612405_Li,Fe3O4,Fe,LiFe3O4,1.83,1.4,3.0,3.44,1.0,10,2,11.3363,4.845,0.0,0,2.5,2.743494,0.005659
mp-756955_Li,Fe3O8,Fe,Li5Fe3O8,1.83,1.4,3.0,3.44,5.0,9,2,13.3083,3.3522,0.0,0,3.1586,3.791891,0.001655
mp-764593_Li,Fe3OF7,Fe,Li3Fe3OF7,1.83,1.4,3.0,3.98,3.0,9,2,14.1324,3.381,0.0,0,2.0,3.570381,0.065364
mp-540050_Li,Fe3P3O11,Fe,LiFe3P3O11,1.83,1.4,3.0,3.44,1.0,14,2,12.7429,3.3455,2.19,0,2.5,3.123346,0.012084
mp-1013899_Li,Fe3P3O13,Fe,LiFe3P3O13,1.83,1.4,3.0,3.44,1.0,11,2,13.1866,3.1047,2.19,0,3.5,5.070616,0.005086
mp-705381_Li,Fe3P4O15,Fe,Li4Fe3P4O15,1.83,1.4,3.0,3.44,4.0,33,3,13.6744,2.9333,2.19,0,3.0,3.789181,0.010084
mp-1177409_Li,Fe3Sb(PO4)4,Fe,Li4Fe3Sb(PO4)4,1.83,1.4,3.0,3.44,4.0,6,2,12.7612,3.6282,2.19,0,2.0,2.903795,0.05587
mp-757289_Li,Fe3Sb(PO4)6,Fe,Li6Fe3Sb(PO4)6,1.83,1.4,3.0,3.44,6.0,146,5,14.2603,2.9424,2.19,0,2.5,3.957231,0.001922
mp-756407_Li,Fe3SbO8,Fe,Li4Fe3SbO8,1.83,1.4,3.0,3.44,4.0,12,2,13.4258,4.301,2.05,4,3.1586,2.618653,0.002839
mp-775742_Li,Fe3TeO8,Fe,Li2Fe3TeO8,1.83,1.4,3.0,3.44,2.0,186,6,11.8206,4.9534,0.0,0,3.1586,3.885622,0.09688
mp-756528_Li,Fe3WO8,Fe,Li4Fe3WO8,1.83,1.4,3.0,3.44,4.0,12,2,13.647,4.8607,2.36,4,2.0,2.6585,0.00997
mp-25825_Li,Fe4(PO4)3,Fe,LiFe4(PO4)3,1.83,1.4,3.0,3.44,1.0,9,2,12.2662,3.6216,2.19,0,2.0,2.728835,0.000868
mp-776991_Li,Fe4OF7,Fe,LiFe4OF7,1.83,1.4,3.0,3.98,1.0,4,2,12.3777,4.1629,0.0,0,2.0,2.796472,0.081565
mp-754705_Li,Fe4OF8,Fe,Li2Fe4OF8,1.83,1.4,3.0,3.98,2.0,9,2,14.4913,3.4497,0.0,0,2.5,3.590762,0.061667
mp-26756_Li,Fe4P7O24,Fe,LiFe4P7O24,1.83,1.4,3.0,3.44,1.0,2,1,13.0714,2.9915,2.19,0,3.5,4.052464,0.011437
mp-756115_Li,Fe5(CoO6)2,Fe,Li5Fe5(CoO6)2,1.8443,1.3857,3.0,3.44,5.0,5,2,11.5196,4.4693,0.0,0,3.0,3.357821,0.034477
mp-753185_Li,Fe5(NiO6)2,Fe,Li5Fe5(NiO6)2,1.8529,1.3857,2.7143,3.44,5.0,5,2,11.617,4.4282,0.0,0,3.0,3.888334,0.013156
mp-752802_Li,Fe5(OF2)4,Fe,LiFe5(OF2)4,1.83,1.4,3.0,3.98,1.0,22,3,12.9144,3.7455,0.0,0,3.1586,4.889854,0.029146
mp-705376_Li,Fe5(P2O7)4,Fe,Li6Fe5(P2O7)4,1.83,1.4,3.0,3.44,6.0,2,1,13.6311,2.8969,2.19,0,3.0,3.210456,0.007965
mp-26471_Li,Fe5(P3O11)2,Fe,Li4Fe5(P3O11)2,1.83,1.4,3.0,3.44,4.0,14,2,13.088,3.1413,2.19,0,2.0,3.233901,0.009795
mp-759769_Li,Fe5Co3O16,Fe,Li10Fe5Co3O16,1.8487,1.3813,3.0,3.44,10.0,8,2,10.5217,4.6821,0.0,0,2.5,3.34439,0.209068
mp-760788_Li,Fe5Ni(PO4)6,Fe,Li4Fe5Ni(PO4)6,1.8433,1.3917,2.8333,3.44,4.0,146,5,12.2829,3.4089,2.19,0,2.3333,3.550337,0.036838
mp-755202_Li,Fe5NiO12,Fe,Li6Fe5NiO12,1.8433,1.3917,2.8333,3.44,6.0,12,2,13.1779,3.7097,0.0,4,3.3333,3.952285,0.046306
mp-758559_Li,Fe5O12,Fe,Li5Fe5O12,1.83,1.4,3.0,3.44,5.0,1,1,12.9524,3.5536,0.0,0,3.1586,4.353848,0.007596
mp-21735_Li,Fe5O8,Fe,LiFe5O8,1.83,1.4,3.0,3.44,1.0,212,7,11.4784,4.5316,0.0,0,3.0,4.754017,0.025264
mp-779353_Li,Fe5OF11,Fe,Li3Fe5OF11,1.83,1.4,3.0,3.98,3.0,1,1,14.1434,3.4822,0.0,0,2.0,3.516374,0.020976
mp-758965_Li,Fe5P3O13,Fe,LiFe5P3O13,1.83,1.4,3.0,3.44,1.0,11,2,12.6255,3.6334,2.19,0,2.0,2.881224,0.001237
mp-774930_Li,Fe5P6WO24,Fe,Li4Fe5P6WO24,1.83,1.4,3.0,3.44,4.0,146,5,12.6847,3.756,2.19,0,2.5,2.506536,0.061159
mp-771885_Li,Fe5Sb(PO4)6,Fe,Li4Fe5Sb(PO4)6,1.83,1.4,3.0,3.44,4.0,146,5,12.6288,3.5459,2.19,0,2.5,2.660579,0.049317
mp-765615_Li,Fe5SbO12,Fe,Li6Fe5SbO12,1.83,1.4,3.0,3.44,6.0,12,2,13.4936,4.054,2.05,4,3.0,2.989815,0.041823
mp-754332_Li,Fe7(OF3)3,Fe,LiFe7(OF3)3,1.83,1.4,3.0,3.98,1.0,1,1,12.7847,4.1693,0.0,0,2.0,3.197354,0.001271
mp-757088_Li,Fe7(OF7)2,Fe,Li4Fe7(OF7)2,1.83,1.4,3.0,3.98,4.0,2,1,13.2701,3.748,0.0,0,2.0,3.467461,0.110096
mp-774835_Li,Fe7(PO4)8,Fe,Li8Fe7(PO4)8,1.83,1.4,3.0,3.44,8.0,8,2,12.6789,3.2065,2.19,0,2.5,4.060776,0.008454
mp-752897_Li,Fe7O12,Fe,Li5Fe7O12,1.83,1.4,3.0,3.44,5.0,5,2,11.7163,4.3482,0.0,0,3.0,3.088935,0.020082
mp-754593_Li,Fe7O3F13,Fe,Li5Fe7O3F13,1.83,1.4,3.0,3.98,5.0,1,1,14.5905,3.394,0.0,0,2.5,3.522053,0.00646
mp-770783_Li,Fe7P12WO48,Fe,Li8Fe7P12WO48,1.83,1.4,3.0,3.44,8.0,1,1,13.9203,3.0075,2.19,0,3.1586,4.92063,0.01587
mp-777003_Li,Fe7Te(PO4)12,Fe,Li8Fe7Te(PO4)12,1.83,1.4,3.0,3.44,8.0,1,1,13.7991,2.9344,2.19,0,3.1586,5.02475,0.012181
mp-25809_Li,Fe9(PO4)8,Fe,Li6Fe9(PO4)8,1.83,1.4,3.0,3.44,6.0,2,1,13.1163,3.2616,2.19,0,2.0,3.485912,0.014842
mp-759442_Li,Fe9CoO20,Fe,Li10Fe9CoO20,1.835,1.395,3.0,3.44,10.0,10,2,12.2488,3.9836,0.0,0,3.6667,4.192546,0.022273
mp-18878_Li,FeAs2O7,Fe,LiFeAs2O7,1.83,1.4,3.0,3.44,1.0,5,2,13.195,3.9979,2.18,0,3.0,5.443387,0.014209
mp-770902_Li,FeAsCO7,Fe,Li3FeAsCO7,1.83,1.4,3.0,3.44,3.0,4,2,15.3943,2.7482,2.18,0,4.0,3.797797,0.05343
mp-771029_Li,FeBAsO7,Fe,Li3FeBAsO7,1.83,1.4,3.0,3.44,3.0,11,2,15.0003,2.8071,2.04,0,3.0,4.017984,0.042863
mp-758730_Li,FeBO3,Fe,Li3Fe4(BO3)4,1.83,1.4,3.0,3.44,3.0,1,1,12.2227,3.1153,2.04,0,2.5,3.088902,0.010647
mp-759625_Li,FeBO4,Fe,Li5Fe2(BO4)2,1.83,1.4,3.0,3.44,5.0,7,2,15.6054,2.3171,2.04,0,3.5,3.118528,0.045135
mp-757609_Li,FeCO4,Fe,Li2FeCO4,1.83,1.4,3.0,3.44,2.0,14,2,15.6587,2.3304,0.0,0,2.0,2.798012,0.035494
mp-770901_Li,FeCSO7,Fe,Li2FeCSO7,1.83,1.4,3.0,3.44,2.0,11,2,14.5698,2.4152,2.58,0,3.0,4.060499,0.024016
mp-771952_Li,FeCo3(PO4)4,Co,Li4FeCo3(PO4)4,1.8675,1.3625,3.0,3.44,4.0,6,2,11.7009,3.622,2.19,0,3.0,4.122311,0.052668
mp-758079_Li,FeCo3O8,Co,Li2FeCo3O8,1.8675,1.3625,3.0,3.44,2.0,1,1,11.0827,4.503,0.0,0,3.0,4.63978,0.026862
mp-756471_Li,FeCo5O12,Co,Li4FeCo5O12,1.8717,1.3583,3.0,3.44,4.0,12,2,11.7212,4.2698,0.0,4,4.0,3.788067,0.005294
mp-759050_Li,FeCo9O20,Co,Li10FeCo9O20,1.875,1.355,3.0,3.44,10.0,2,1,11.284,4.4453,0.0,0,3.3333,3.698807,0.048244
mp-758722_Li,FeCu(PO4)2,Fe,Li2FeCu(PO4)2,1.83,1.4,3.0,3.44,2.0,11,2,12.5326,3.4155,2.19,0,3.0,3.732133,0.046853
mp-775297_Li,FeCu3(PO4)4,Fe,Li4FeCu3(PO4)4,1.83,1.4,3.0,3.44,4.0,6,2,12.6613,3.4229,2.19,0,3.0,3.894659,0.036216
mp-756375_Li,FeCu3O8,Fe,Li4FeCu3O8,1.83,1.4,3.0,3.44,4.0,166,5,12.0903,4.2861,0.0,3,3.0,4.244926,0.004562
mp-755106_Li,FeCuO4,Fe,Li3Fe2(CuO4)2,1.83,1.4,3.0,3.44,3.0,74,3,12.6658,4.0072,0.0,0,3.0,2.976156,0.015114
mp-755741_Li,FeF4,Fe,Li2FeF4,1.83,1.4,3.0,3.98,2.0,15,2,16.1198,2.7162,0.0,4,2.0,3.73547,0.023417
mp-770576_Li,FeH12(SO7)2,Fe,LiFeH12(SO7)2,1.83,1.4,3.0,3.44,1.0,14,2,11.741,1.7365,2.58,0,4.0,4.103281,0.097716
mp-778185_Li,FeH8(SO6)2,Fe,Li2FeH8(SO6)2,1.83,1.4,3.0,3.44,2.0,14,2,11.0869,2.084,2.58,0,2.0,3.260945,0.047799
mp-23123_Li,FeMoClO4,Fe,LiFeMoClO4,1.995,1.425,4.5,3.44,1.0,129,4,18.4966,3.2221,0.0,0,4.5,3.429464,0.005863
mp-754558_Li,FeNi(PO4)2,Fe,Li2FeNi(PO4)2,1.87,1.375,2.5,3.44,2.0,11,2,11.6825,3.6066,2.19,0,3.0,4.231797,0.045831
mp-755553_Li,FeNi3(PO4)4,Ni,Li4FeNi3(PO4)4,1.89,1.3625,2.25,3.44,4.0,6,2,11.6482,3.6341,2.19,0,3.0,4.589749,0.030095
mp-752523_Li,FeNi3O8,Ni,Li4FeNi3O8,1.89,1.3625,2.25,3.44,4.0,12,2,11.6832,4.263,0.0,4,3.3333,3.655905,0.015634
