battery_id,framework_formula,primary_tm,formula_discharge,tm_eneg,tm_ionic_radius,tm_max_oxidation_state,anion_eneg,li_per_fu,spacegroup_number,crystal_system,volume_per_atom,density,polyanion_eneg,structure_prototype,tm_oxidation_discharge,average_voltage,max_delta_volume
mp-755343_Li,Co3TeO8,Co,Li2Co3TeO8,1.88,1.35,3.0,3.44,2.0,166,5,11.3976,5.2497,0.0,3,3.1586,4.670871,0.044174
mp-769575_Li,Co5(P2O7)4,Co,Li6Co5(P2O7)4,1.88,1.35,3.0,3.44,6.0,2,1,12.6684,3.1664,2.19,0,2.0,4.848867,0.00887
mp-26551_Li,Co5(P3O11)2,Co,Li4Co5(P3O11)2,1.88,1.35,3.0,3.44,4.0,14,2,12.8154,3.2688,2.19,0,2.0,4.093663,0.009629
mp-755767_Li,Co5NiO12,Co,Li4Co5NiO12,1.885,1.35,2.8333,3.44,4.0,12,2,11.11,4.5283,0.0,4,3.0,3.621381,0.042234
mp-753116_Li,Co5SbO12,Co,Li4Co5SbO12,1.88,1.35,3.0,3.44,4.0,12,2,11.6138,4.8329,2.05,4,3.5,3.817008,0.02261
mp-771020_Li,Co5Te3O16,Co,Li4Co5Te3O16,1.88,1.35,3.0,3.44,4.0,8,2,11.483,5.6244,0.0,0,2.5,3.932885,0.184518
mp-31557_Li,Co6P7O24,Co,LiCo6P7O24,1.88,1.35,3.0,3.44,1.0,11,2,11.6044,3.6911,2.19,0,2.0,4.286675,0.015209
mp-771191_Li,Co7O16,Co,Li5Co7O16,1.88,1.35,3.0,3.44,5.0,4,2,11.4787,4.2048,0.0,0,3.5,4.557681,0.014719
mp-504263_Li,Co9(P2O7)8,Co,Li14Co9(P2O7)8,1.88,1.35,3.0,3.44,14.0,1,1,13.2562,2.9723,2.19,0,2.0,4.576242,0.013061
mp-757730_Li,CoCO4,Co,Li2CoCO4,1.88,1.35,3.0,3.44,2.0,14,2,15.1758,2.4609,0.0,0,2.0,3.481595,0.006029
mp-771972_Li,CoCSO7,Co,Li2CoCSO7,1.88,1.35,3.0,3.44,2.0,4,2,14.6094,2.4438,2.58,0,2.0,4.224636,0.025523
mp-756337_Li,CoCu(PO4)2,Co,Li5Co2Cu2(PO4)4,1.88,1.35,3.0,3.44,5.0,11,2,12.2829,3.5197,2.19,0,2.0,3.999562,0.060604
mp-757489_Li,CoCu3(PO4)4,Co,Li6CoCu3(PO4)4,1.88,1.35,3.0,3.44,6.0,6,2,12.7837,3.4068,2.19,0,2.0,3.724563,0.149477
mp-753366_Li,CoCuO4,Co,Li2CoCuO4,1.88,1.35,3.0,3.44,2.0,12,2,11.2909,4.5708,0.0,4,4.0,3.679299,0.008026
mp-755695_Li,CoGeO4,Co,Li2CoGeO4,1.88,1.35,3.0,3.44,2.0,7,2,15.1797,3.5656,2.01,0,2.0,3.850477,0.01202
mp-759255_Li,CoH8(CO5)2,Co,Li2CoH8(CO5)2,1.88,1.35,3.0,3.44,2.0,9,2,10.1489,1.9557,0.0,0,3.0,4.671781,0.048372
mp-770611_Li,CoH8(SO6)2,Co,Li2CoH8(SO6)2,1.88,1.35,3.0,3.44,2.0,14,2,11.5973,2.0115,2.58,0,2.0,4.43756,0.146555
mp-757611_Li,CoNi(PO4)2,Co,Li2CoNi(PO4)2,1.895,1.35,2.5,3.44,2.0,11,2,11.4394,3.7206,2.19,0,2.0,5.135522,0.051345
mp-757871_Li,CoNi3O8,Ni,Li4CoNi3O8,1.9025,1.35,2.25,3.44,4.0,2,1,11.411,4.4021,0.0,0,3.5,3.645088,0.008674
mp-759912_Li,CoNi9O20,Ni,Li10CoNi9O20,1.907,1.35,2.1,3.44,10.0,1,1,11.3764,4.4137,0.0,0,3.0,3.774463,0.010649
mp-755593_Li,CoO3,Co,Li4CoO3,1.88,1.35,3.0,3.44,4.0,1,1,20.9372,2.1202,0.0,0,2.0,2.589448,0.018745
mp-27043_Li,CoP2O7,Co,LiCoP2O7,1.88,1.35,3.0,3.44,1.0,5,2,12.0438,3.2108,2.19,0,3.0,5.270537,0.024011
mp-25454_Li,CoPCO7,Co,Li3CoPCO7,1.88,1.35,3.0,3.44,3.0,4,2,13.1003,2.7115,2.19,0,3.0,4.146515,0.035333
mp-754793_Li,CoPHO5,Co,Li2CoPHO5,1.88,1.35,3.0,3.44,2.0,2,1,10.5115,3.3749,2.19,0,3.0,4.050469,0.173597
mp-776270_Li,CoPO4,Co,LiCoPO4,1.88,1.35,3.0,3.44,1.0,62,3,11.3528,3.7518,2.19,1,3.0,4.769965,0.055332
mp-25390_Li,CoPO4F,Co,Li2CoPO4F,1.88,1.35,3.0,3.98,2.0,2,1,12.9745,3.1613,2.19,0,2.0,4.558548,0.06892
mp-758123_Li,CoSbO4,Co,LiCoSbO4,1.88,1.35,3.0,3.44,1.0,74,3,12.4792,5.4266,2.05,0,3.0,4.026698,0.107782
mp-758473_Li,CoSiO4,Co,Li2CoSiO4,1.88,1.35,3.0,3.44,2.0,7,2,14.8783,2.8091,1.9,0,2.0,4.586395,0.03501
mp-758411_Li,CoSiO5,Co,Li3CoSiO5,1.88,1.35,3.0,3.44,3.0,7,2,15.4108,2.5709,1.9,0,3.0,5.091243,0.009822
mp-753250_Li,CoSn(PO4)2,Co,Li2CoSn(PO4)2,1.88,1.35,3.0,3.44,2.0,11,2,12.6125,4.033,2.19,0,2.0,2.57499,0.134025
mp-753496_Li,CoSnO4,Co,Li2CoSnO4,1.88,1.35,3.0,3.44,2.0,74,3,13.6722,4.8914,0.0,0,3.0,2.814268,0.006947
mp-758885_Li,Cr(BO3)2,Cr,Li3Cr(BO3)2,1.66,1.4,6.0,3.44,3.0,1,1,12.9696,2.4129,2.04,0,3.5,3.916155,0.005393
mp-757965_Li,Cr(CO3)2,Cr,Li4Cr3(CO3)6,1.66,1.4,6.0,3.44,4.0,2,1,11.5479,2.7483,0.0,0,3.5,3.350905,0.001138
mp-765400_Li,Cr(CO3)3,Cr,Li3Cr(CO3)3,1.66,1.4,6.0,3.44,3.0,40,3,12.7548,2.3236,0.0,0,3.0,4.193081,0.015555
mp-755124_Li,Cr(CoO3)2,Co,Li2Cr(CoO3)2,1.8067,1.3667,4.0,3.44,2.0,64,3,11.5439,4.2492,0.0,0,4.0,3.843018,0.015933
mp-756692_Li,Cr(FeO3)2,Fe,Li3Cr(FeO3)2,1.7733,1.4,4.0,3.44,3.0,2,1,12.4421,3.8509,0.0,0,3.0,4.051966,0.010586
mp-1105411_Li,Cr(GeO3)2,Cr,LiCr(GeO3)2,1.66,1.4,6.0,3.44,1.0,2,1,12.8481,4.2115,2.01,0,3.0,4.539998,0.008688
mp-26111_Li,Cr(PO3)3,Cr,LiCr(PO3)3,1.66,1.4,6.0,3.44,1.0,19,3,12.4505,2.964,2.19,0,2.0,2.827417,0.027993
mp-26829_Li,Cr(PO3)4,Cr,LiCr(PO3)4,1.66,1.4,6.0,3.44,1.0,4,2,15.0631,2.3856,2.19,0,3.0,5.227605,0.00989
mp-704942_Li,Cr(PO3)5,Cr,Li2Cr(PO3)5,1.66,1.4,6.0,3.44,2.0,7,2,14.8969,2.3719,2.19,0,3.0,5.379478,0.010844
mp-31723_Li,Cr(PO4)2,Cr,Li3Cr(PO4)2,1.66,1.4,6.0,3.44,3.0,4,2,12.7285,2.8694,2.19,0,3.0,4.642824,0.003608
mp-773001_Li,Cr(SO4)2,Cr,LiCr(SO4)2,1.66,1.4,6.0,3.44,1.0,146,5,13.4053,2.7491,2.58,0,4.0,5.335019,0.018236
mp-775349_Li,Cr(Si2O5)3,Cr,Li3Cr(Si2O5)3,1.66,1.4,6.0,3.44,3.0,37,3,13.9263,2.4959,1.9,0,4.0,3.866117,0.025541
mp-18727_Li,Cr(SiO3)2,Cr,LiCr(SiO3)2,1.66,1.4,6.0,3.44,1.0,15,2,11.6981,3.2201,1.9,4,3.0,4.483505,0.01264
mp-778824_Li,Cr(WO4)3,Cr,Li4Cr(WO4)3,1.66,1.4,6.0,3.44,4.0,1,1,13.3658,6.177,2.36,0,2.0,3.70047,0.005857
mp-771093_Li,Cr10Fe5O24,Cr,Li3Cr10Fe5O24,1.7167,1.4,5.0,3.44,3.0,8,2,11.6807,4.3128,0.0,0,3.0,4.820463,0.000458
mp-1176819_Li,Cr12Fe7O48,Cr,Li9Cr12Fe7O48,1.7226,1.4,4.8947,3.44,9.0,1,1,13.8319,3.1945,0.0,0,3.6667,4.030245,0.004233
mp-850874_Li,Cr19O48,Cr,Li9Cr19O48,1.66,1.4,6.0,3.44,9.0,1,1,13.371,3.2547,0.0,0,3.1586,4.254334,0.00659
mp-26605_Li,Cr2(PO4)3,Cr,Li3Cr2(PO4)3,1.66,1.4,6.0,3.44,3.0,1,1,13.5246,2.8088,2.19,0,3.0,4.868894,0.018022
mp-778433_Li,Cr2(PS4)3,Cr,Li3Cr2(PS4)3,1.66,1.4,6.0,2.58,3.0,14,2,29.1944,1.9462,2.58,0,3.0,2.909581,0.090876
mp-768940_Li,Cr2(SO4)3,Cr,LiCr2(SO4)3,1.66,1.4,6.0,3.44,1.0,14,2,12.3192,3.1096,2.58,0,3.0,2.67186,0.092194
mp-753687_Li,Cr2CoO6,Cr,Li3Cr2CoO6,1.7333,1.3833,5.0,3.44,3.0,8,2,11.9464,3.9989,0.0,0,3.0,3.685073,0.025188
mp-765750_Li,Cr2Fe3O10,Fe,Li5Cr2Fe3O10,1.762,1.4,4.2,3.44,5.0,2,1,12.3896,3.8557,0.0,0,3.0,3.483857,0.005998
mp-755090_Li,Cr2Fe5O12,Fe,Li5Cr2Fe5O12,1.7814,1.4,3.8571,3.44,5.0,5,2,11.9696,4.1999,0.0,0,2.5,3.388159,0.033961
mp-755051_Li,Cr2FeO6,Cr,Li3Cr2FeO6,1.7167,1.4,5.0,3.44,3.0,2,1,12.2881,3.8413,0.0,0,3.0,4.068853,0.008662
mp-774237_Li,Cr2Ni5O12,Ni,Li5Cr2Ni5O12,1.8386,1.3643,3.1429,3.44,5.0,4,2,11.152,4.6195,0.0,0,2.6667,3.912725,0.012486
mp-1013922_Li,Cr2P2O9,Cr,LiCr2P2O9,1.66,1.4,6.0,3.44,1.0,62,3,13.0598,3.0314,2.19,1,3.5,5.052967,0.015575
mp-27100_Li,Cr2P3O13,Cr,LiCr2P3O13,1.66,1.4,6.0,3.44,1.0,14,2,13.0706,2.8578,2.19,0,5.5,4.5764,0.022476
mp-756092_Li,Cr2P4H3O16,Cr,Li4Cr2P4H3O16,1.66,1.4,6.0,3.44,4.0,1,1,11.5008,2.8121,2.19,0,2.5,3.690413,0.075571
mp-26683_Li,Cr2P5O18,Cr,Li5Cr2P5O18,1.66,1.4,6.0,3.44,5.0,2,1,12.7564,2.8474,2.19,0,3.0,5.039171,0.001312
mp-772115_Li,Cr3(CoO6)2,Cr,Li2Cr3(CoO6)2,1.748,1.38,4.8,3.44,2.0,60,3,14.9602,3.0416,0.0,0,4.0,4.749631,0.043423
mp-772337_Li,Cr3(CuO6)2,Cr,Li2Cr3(CuO6)2,1.66,1.4,6.0,3.44,2.0,60,3,14.3528,3.2331,0.0,0,6.0,4.587537,0.091935
mp-755327_Li,Cr3(FeO4)2,Cr,LiCr3(FeO4)2,1.728,1.4,4.8,3.44,1.0,160,5,11.5109,4.3907,0.0,0,3.0,4.71965,0.020924
mp-772616_Li,Cr3(FeO6)2,Cr,Li2Cr3(FeO6)2,1.728,1.4,4.8,3.44,2.0,60,3,15.147,2.9643,0.0,0,4.5,3.247687,0.018875
mp-772885_Li,Cr3(NiO6)2,Cr,Li3Cr3(NiO6)2,1.76,1.38,4.4,3.44,3.0,14,2,14.2039,3.2003,0.0,0,4.3333,4.111952,0.039518
mp-26289_Li,Cr3(PO4)4,Cr,Li3Cr3(PO4)4,1.66,1.4,6.0,3.44,3.0,1,1,12.9655,2.984,2.19,0,3.0,5.105571,0.019847
mp-757602_Li,Cr3Co(PO4)4,Cr,Li4Cr3Co(PO4)4,1.715,1.3875,5.25,3.44,4.0,6,2,11.3789,3.6167,2.19,0,2.0,3.051596,0.122554
mp-757861_Li,Cr3Co(PO4)6,Cr,Li7Cr3Co(PO4)6,1.715,1.3875,5.25,3.44,7.0,146,5,13.3186,2.8777,2.19,0,4.3333,4.286054,0.044162
mp-757879_Li,Cr3Co3(SbO8)2,Cr,Li4Cr3Co3(SbO8)2,1.77,1.375,4.5,3.44,4.0,1,1,11.1116,5.1825,2.05,0,3.6667,4.367181,0.065358
mp-757983_Li,Cr3Co3(TeO8)2,Cr,Li4Cr3Co3(TeO8)2,1.77,1.375,4.5,3.44,4.0,8,2,11.1503,5.237,0.0,0,3.3333,3.937514,0.107652
mp-756555_Li,Cr3Co5O16,Co,Li4Cr3Co5O16,1.7975,1.3687,4.125,3.44,4.0,8,2,10.2409,4.7742,0.0,0,4.0,3.870839,0.118743
mp-756128_Li,Cr3CoO8,Cr,Li4Cr3CoO8,1.715,1.3875,5.25,3.44,4.0,1,1,12.1477,3.9063,0.0,0,3.6667,3.655575,0.018649
mp-756357_Li,Cr3Cu(PO4)4,Cr,Li4Cr3Cu(PO4)4,1.66,1.4,6.0,3.44,4.0,6,2,11.4677,3.6165,2.19,0,3.5,3.14012,0.105731
mp-756558_Li,Cr3CuO8,Cr,Li4Cr3CuO8,1.66,1.4,6.0,3.44,4.0,166,5,12.0435,3.9931,0.0,3,3.0,3.285256,0.013627
mp-770489_Li,Cr3Fe(PO4)6,Cr,Li7Cr3Fe(PO4)6,1.7025,1.4,5.25,3.44,7.0,146,5,13.742,2.778,2.19,0,3.0,4.168557,0.043558
mp-772506_Li,Cr3Fe2Sb3O16,Cr,Li4Cr3Fe2Sb3O16,1.728,1.4,4.8,3.44,4.0,8,2,12.1563,5.0596,2.05,0,2.5,3.557847,0.095626
mp-757950_Li,Cr3Fe3(TeO8)2,Cr,Li4Cr3Fe3(TeO8)2,1.745,1.4,4.5,3.44,4.0,8,2,12.0522,4.7919,0.0,0,3.3333,3.635635,0.064188
mp-756456_Li,Cr3FeO8,Cr,Li4Cr3FeO8,1.7025,1.4,5.25,3.44,4.0,1,1,12.4678,3.7717,0.0,0,3.3333,3.743414,0.03311
mp-768641_Li,Cr3GaO8,Cr,Li4Cr3GaO8,1.66,1.4,6.0,3.44,4.0,1,1,12.3019,3.9787,0.0,0,3.5,3.866836,0.000648
mp-757193_Li,Cr3Ni(PO4)4,Cr,Li4Cr3Ni(PO4)4,1.7225,1.3875,5.0,3.44,4.0,6,2,11.4212,3.6018,2.19,0,2.0,3.132446,0.116347
mp-757295_Li,Cr3Ni(PO4)6,Cr,Li6Cr3Ni(PO4)6,1.7225,1.3875,5.0,3.44,6.0,146,5,13.6283,2.8114,2.19,0,3.0,4.548316,0.024195
mp-766088_Li,Cr3Ni(SO4)6,Cr,Li2Cr3Ni(SO4)6,1.7225,1.3875,5.0,3.44,2.0,146,5,13.0274,2.9657,2.58,0,2.5,3.652284,0.035965
mp-754209_Li,Cr3NiO8,Cr,Li4Cr3NiO8,1.7225,1.3875,5.0,3.44,4.0,10,2,12.0569,3.9329,0.0,0,3.0,3.779085,0.003949
mp-1012789_Li,Cr3P3O13,Cr,LiCr3P3O13,1.66,1.4,6.0,3.44,1.0,11,2,12.7178,3.1398,2.19,0,3.5,4.887051,0.003935
mp-759101_Li,Cr3P4O15,Cr,Li4Cr3P4O15,1.66,1.4,6.0,3.44,4.0,33,3,13.541,2.8978,2.19,0,3.5,3.163599,0.055045
mp-758279_Li,Cr3P6WO24,Cr,Li6Cr3P6WO24,1.66,1.4,6.0,3.44,6.0,146,5,13.7579,3.2292,2.19,0,3.0,3.441416,0.009843
mp-26975_Li,Cr3P8O29,Cr,Li9Cr3P8O29,1.66,1.4,6.0,3.44,9.0,1,1,14.6217,2.4637,2.19,0,3.0,4.926321,0.016789
mp-771704_Li,Cr3SbO8,Cr,Li2Cr3SbO8,1.66,1.4,6.0,3.44,2.0,9,2,11.8497,4.7382,2.05,0,3.0,4.344371,0.045885
mp-755599_Li,Cr3Sn3(SbO8)2,Cr,Li4Cr3Sn3(SbO8)2,1.66,1.4,6.0,3.44,4.0,1,1,12.8863,5.4316,2.05,0,3.5,3.038074,0.091956
mp-770187_Li,Cr3TeO8,Cr,Li2Cr3TeO8,1.66,1.4,6.0,3.44,2.0,186,6,11.8465,4.8077,0.0,0,4.0,3.569912,0.068589
mp-773181_Li,Cr3WO8,Cr,Li2Cr3WO8,1.66,1.4,6.0,3.44,2.0,186,6,11.8955,5.4421,2.36,0,4.0,3.537952,0.039436
mp-26967_Li,Cr4(PO4)3,Cr,LiCr4(PO4)3,1.66,1.4,6.0,3.44,1.0,62,3,12.706,3.3903,2.19,1,2.0,3.740705,0.011392
mp-585323_Li,Cr4P7O24,Cr,LiCr4P7O24,1.66,1.4,6.0,3.44,1.0,2,1,12.641,3.0355,2.19,0,3.5,4.064203,0.010239
mp-757245_Li,Cr5(Si2O7)2,Cr,Li2Cr5(Si2O7)2,1.66,1.4,6.0,3.44,2.0,2,1,12.9077,3.3354,1.9,0,2.5,2.976786,0.009612
mp-772650_Li,Cr5O12,Cr,Li2Cr5O12,1.66,1.4,6.0,3.44,2.0,60,3,15.0055,2.9421,0.0,0,4.5,3.305658,0.013606
mp-768612_Li,CrAsCO7,Cr,Li2CrAsCO7,1.66,1.4,6.0,3.44,2.0,4,2,14.7485,2.8252,2.18,0,4.0,4.49317,0.01172
mp-778018_Li,CrB3(HO3)3,Cr,LiCrB3(HO3)3,1.66,1.4,6.0,3.44,1.0,60,3,12.2182,1.966,2.04,0,5.0,4.066323,0.028363
mp-757895_Li,CrCo(PO4)2,Cr,Li2CrCo(PO4)2,1.77,1.375,4.5,3.44,2.0,11,2,11.4929,3.6226,2.19,0,2.0,3.569762,0.095285
mp-757257_Li,CrCo3(PO4)4,Co,Li4CrCo3(PO4)4,1.825,1.3625,3.75,3.44,4.0,6,2,11.4898,3.6653,2.19,0,2.0,3.939129,0.079232
mp-754623_Li,CrCo3O8,Co,Li2CrCo3O8,1.825,1.3625,3.75,3.44,2.0,166,5,11.0789,4.4564,0.0,3,4.0,4.524467,0.011239
mp-756950_Li,CrCo5O12,Co,Li4CrCo5O12,1.8433,1.3583,3.5,3.44,4.0,12,2,11.4207,4.351,0.0,4,4.0,4.019934,0.01681
mp-753037_Li,CrCoO4,Cr,Li4Cr3(CoO4)3,1.77,1.375,4.5,3.44,4.0,2,1,11.9513,4.0508,0.0,0,3.5,3.774243,0.001643
mp-861527_Li,CrFe(PO4)2,Cr,Li2CrFe(PO4)2,1.745,1.4,4.5,3.44,2.0,11,2,11.745,3.5084,2.19,0,2.0,2.943517,0.090926
mp-760796_Li,CrFe3(PO4)6,Fe,Li7CrFe3(PO4)6,1.7875,1.4,3.75,3.44,7.0,1,1,13.6647,2.8213,2.19,0,2.6667,2.784357,0.040006
mp-773538_Li,CrFe3Cu2(PO4)6,Fe,Li4CrFe3Cu2(PO4)6,1.7875,1.4,3.75,3.44,4.0,146,5,12.5094,3.3792,2.19,0,4.0,3.489295,0.041309
mp-754773_Li,CrFe3O8,Fe,Li4CrFe3O8,1.7875,1.4,3.75,3.44,4.0,166,5,12.6199,3.8107,0.0,3,3.5,4.079103,0.001199
mp-755048_Li,CrFeO4,Cr,Li2CrFeO4,1.745,1.4,4.5,3.44,2.0,2,1,12.5078,3.8022,0.0,0,3.0,3.89826,0.005137
mp-757714_Li,CrNi(PO4)2,Cr,Li2CrNi(PO4)2,1.785,1.375,4.0,3.44,2.0,11,2,11.5537,3.6007,2.19,0,2.0,3.683689,0.075175
mp-754644_Li,CrNi3(PO4)4,Ni,Li4CrNi3(PO4)4,1.8475,1.3625,3.0,3.44,4.0,6,2,11.383,3.6954,2.19,0,3.3333,4.358845,0.065168
mp-755220_Li,CrNi3O8,Ni,Li4CrNi3O8,1.8475,1.3625,3.0,3.44,4.0,12,2,11.753,4.1924,0.0,4,3.3333,3.555958,0.003674
mp-759831_Li,CrNi5(PO4)6,Ni,Li4CrNi5(PO4)6,1.8683,1.3583,2.6667,3.44,4.0,146,5,12.2122,3.4571,2.19,0,2.6667,4.270555,0.012866
mp-756976_Li,CrNiO4,Cr,Li2CrNiO4,1.785,1.375,4.0,3.44,2.0,74,3,11.7781,4.1047,0.0,0,3.0,3.53395,0.000977
mp-756362_Li,CrO2,Cr,LiCrO2,1.66,1.4,6.0,3.44,1.0,227,7,12.2294,3.8017,0.0,2,3.0,4.059323,0.002416
mp-753141_Li,CrO4,Cr,Li4CrO4,1.66,1.4,6.0,3.44,4.0,2,1,18.568,2.0747,0.0,0,5.5,2.645895,0.011957
mp-759047_Li,CrP2(O4F)2,Cr,Li5CrP2(O4F)2,1.66,1.4,6.0,3.98,5.0,143,5,14.9354,2.3941,2.19,0,4.0,4.518893,0.028516
mp-26853_Li,CrP2O7,Cr,LiCrP2O7,1.66,1.4,6.0,3.44,1.0,14,2,11.8529,3.1653,2.19,0,3.0,5.295171,0.008766
mp-26911_Li,CrP2O9,Cr,Li4CrP2O9,1.66,1.4,6.0,3.44,4.0,1,1,14.7093,2.4266,2.19,0,4.0,4.536536,0.016392
mp-25455_Li,CrPCO7,Cr,Li5Cr2P2(CO7)2,1.66,1.4,6.0,3.44,5.0,1,1,13.4324,2.5587,2.19,0,3.0,3.262815,0.039192
mp-753051_Li,CrPHO5,Cr,LiCrPHO5,1.66,1.4,6.0,3.44,1.0,2,1,10.7433,3.1681,2.19,0,3.0,4.668294,0.041713
mp-757829_Li,CrPO4,Cr,LiCrPO4,1.66,1.4,6.0,3.44,1.0,1,1,13.9424,2.9173,2.19,0,2.0,3.046695,0.007083
mp-770575_Li,CrPO4F,Cr,LiCrPO4F,1.66,1.4,6.0,3.98,1.0,33,3,14.8488,2.6514,2.19,0,3.0,4.377262,0.017666
mp-757132_Li,CrPO5,Cr,Li2CrPO5,1.66,1.4,6.0,3.44,2.0,14,2,12.6869,3.0472,2.19,0,3.0,4.068732,0.049417
mp-758792_Li,CrSi2O7,Cr,Li3CrSi2O7,1.66,1.4,6.0,3.44,3.0,143,5,13.9528,2.6202,1.9,0,3.0,4.528868,0.010748
mp-756075_Li,CrTe(WO6)2,Cr,Li4CrTe(WO6)2,1.66,1.4,6.0,3.44,4.0,1,1,12.6697,6.0557,2.36,0,6.0,3.782647,0.054902
mp-754450_Li,CrWO6,Cr,Li2CrWO6,1.66,1.4,6.0,3.44,2.0,8,2,13.7174,5.0212,2.36,0,4.0,4.295765,0.086164
mp-18722_Li,Cs2MnO4,Mn,Cs2LiMnO4,1.55,1.4,7.0,3.44,1.0,36,3,22.9648,3.9743,0.0,0,5.0,3.164047,0.026894
mp-23871_Li,CsMnP3HO10,Mn,CsLiMnP3HO10,1.55,1.4,7.0,3.44,1.0,5,2,15.2082,3.0147,2.19,0,3.0,2.612494,0.080135
mp-754449_Li,Cu2Ni5O12,Ni,Li5Cu2Ni5O12,1.91,1.35,2.0,3.44,5.0,4,2,11.2803,4.7459,0.0,0,2.5,3.804458,0.007176
mp-752986_Li,CuNi3O8,Ni,Li4CuNi3O8,1.91,1.35,2.0,3.44,4.0,2,1,11.6428,4.3693,0.0,0,2.0,3.681127,0.016371
mp-766461_Li,Fe(BO3)2,Fe,Li3Fe(BO3)2,1.83,1.4,3.0,3.44,3.0,14,2,13.1441,2.4349,2.04,0,4.0,4.390224,0.039109
mp-759605_Li,Fe(CO3)2,Fe,Li2Fe(CO3)2,1.83,1.4,3.0,3.44,2.0,1,1,14.1887,2.2869,0.0,0,2.0,3.996685,0.179011
mp-765153_Li,Fe(CO3)4,Fe,Li5Fe(CO3)4,1.83,1.4,3.0,3.44,5.0,1,1,13.7224,2.1061,0.0,0,3.0,4.196212,0.03509
mp-761530_Li,Fe(CoO3)2,Co,Li3Fe(CoO3)2,1.8633,1.3667,3.0,3.44,3.0,12,2,11.5877,4.2944,0.0,4,4.0,3.882968,0.054111
mp-755201_Li,Fe(CuO3)2,Fe,Li3Fe(CuO3)2,1.83,1.4,3.0,3.44,3.0,12,2,12.254,4.1998,0.0,4,3.0,4.044285,0.007832
mp-26003_Li,Fe(PO3)3,Fe,LiFe(PO3)3,1.83,1.4,3.0,3.44,1.0,2,1,13.6006,2.7495,2.19,0,2.0,4.379253,0.010718
mp-26811_Li,Fe(PO3)4,Fe,LiFe(PO3)4,1.83,1.4,3.0,3.44,1.0,4,2,15.5836,2.33,2.19,0,3.0,5.371386,0.012101
mp-758232_Li,Fe(PO4)2,Fe,Li3Fe(PO4)2,1.83,1.4,3.0,3.44,3.0,2,1,13.2611,2.7979,2.19,0,3.1586,5.011995,0.013561
mp-771312_Li,Fe(SO4)2,Fe,LiFe(SO4)2,1.83,1.4,3.0,3.44,1.0,146,5,14.0965,2.6555,2.58,0,3.1586,5.372513,0.011606
mp-754951_Li,Fe(SbO3)4,Fe,Li3Fe(SbO3)4,1.83,1.4,3.0,3.44,3.0,1,1,12.5551,5.7174,2.05,0,4.0,3.827047,0.061696
mp-25259_Li,Fe(Se2O5)2,Fe,LiFe(Se2O5)2,1.83,1.4,3.0,3.44,1.0,30,3,14.9822,3.9286,0.0,0,2.0,5.158822,0.014143
mp-25261_Li,Fe(SeO3)2,Fe,LiFe(SeO3)2,1.83,1.4,3.0,3.44,1.0,122,4,16.8992,3.382,0.0,0,2.0,5.054419,0.017864
mp-765285_Li,Fe(Si2O5)3,Fe,Li3Fe(Si2O5)3,1.83,1.4,3.0,3.44,3.0,64,3,14.185,2.4708,1.9,0,3.0,4.541902,0.011167
mp-757570_Li,Fe(SiO3)2,Fe,LiFe(SiO3)2,1.83,1.4,3.0,3.44,1.0,61,3,14.3917,2.6668,1.9,0,3.0,5.099307,0.010472
mp-542008_Li,Fe2(AsO4)3,Fe,Li3Fe2(AsO4)3,1.83,1.4,3.0,3.44,3.0,14,2,14.1875,3.6383,2.18,0,3.0,5.085864,0.028936
mp-758121_Li,Fe2(CO3)3,Fe,Li2Fe2(CO3)3,1.83,1.4,3.0,3.44,2.0,146,5,12.3941,2.7917,0.0,0,3.0,3.277748,0.007121
mp-21778_Li,Fe2(MoO4)3,Mo,Li2Fe2(MoO4)3,2.028,1.43,4.8,3.44,2.0,60,3,17.5169,3.2984,0.0,0,4.6667,3.124446,0.01669
mp-26677_Li,Fe2(PO4)3,Fe,Li3Fe2(PO4)3,1.83,1.4,3.0,3.44,3.0,12,2,12.1678,3.1838,2.19,4,3.0,5.039994,0.005746
mp-540767_Li,Fe2(SO4)3,Fe,LiFe2(SO4)3,1.83,1.4,3.0,3.44,1.0,148,5,13.4487,2.9043,2.58,5,3.0,3.149304,0.0135
mp-758060_Li,Fe2C2O7,Fe,Li2Fe2C2O7,1.83,1.4,3.0,3.44,2.0,14,2,13.0849,2.8577,0.0,0,3.0,3.07869,0.096239
mp-770599_Li,Fe2C4SO16,Fe,Li6Fe2C4SO16,1.83,1.4,3.0,3.44,6.0,70,3,13.3967,2.4132,2.58,0,2.0,3.488504,0.035721
mp-759196_Li,Fe2Co3O10,Co,Li5Fe2Co3O10,1.86,1.37,3.0,3.44,5.0,6,2,11.4415,4.3393,0.0,0,3.3333,3.963005,0.034219
mp-759403_Li,Fe2Co3Sb3O16,Co,Li4Fe2Co3Sb3O16,1.86,1.37,3.0,3.44,4.0,8,2,11.5692,5.4408,2.05,0,2.6667,3.776649,0.112963
mp-759337_Li,Fe2CoO6,Fe,Li3Fe2CoO6,1.8467,1.3833,3.0,3.44,3.0,12,2,11.8888,4.1377,0.0,4,3.5,3.970202,0.014469
mp-771233_Li,Fe2Cu3O10,Fe,Li5Fe2Cu3O10,1.83,1.4,3.0,3.44,5.0,2,1,12.5709,4.0713,0.0,0,3.0,3.920631,0.013641
