material_id,formula,metal,x_fraction,mean_eneg,mean_radius,max_oxid,formation_energy_per_atom
mp-684733,Ti10O11,Ti,0.4762,1.54,1.4,4.0,-2.856115
mp-753593,Ti10O13,Ti,0.4348,1.54,1.4,4.0,-3.137637
mp-1101463,Ti11O14,Ti,0.44,1.54,1.4,4.0,-3.097261
mp-2739250,Ti11O14,Ti,0.44,1.54,1.4,4.0,
mp-759754,Ti11O14,Ti,0.44,1.54,1.4,4.0,
mp-760747,Ti11O18,Ti,0.3793,1.54,1.4,4.0,-3.34913
mp-656852,Ti13O22,Ti,0.3714,1.54,1.4,4.0,-3.379983
mp-760075,Ti19O30,Ti,0.3878,1.54,1.4,4.0,-3.330664
mp-1215,Ti2O,Ti,0.6667,1.54,1.4,4.0,
mp-1217152,Ti2O,Ti,0.6667,1.54,1.4,4.0,
mp-1244955,Ti2O,Ti,0.6667,1.54,1.4,4.0,
mp-1245066,Ti2O,Ti,0.6667,1.54,1.4,4.0,
mp-1245186,Ti2O,Ti,0.6667,1.54,1.4,4.0,
mp-1245206,Ti2O,Ti,0.6667,1.54,1.4,4.0,
mp-1245309,Ti2O,Ti,0.6667,1.54,1.4,4.0,
mp-1046793,Ti2O3,Ti,0.4,1.54,1.4,4.0,
mp-1101295,Ti2O3,Ti,0.4,1.54,1.4,4.0,
mp-1179268,Ti2O3,Ti,0.4,1.54,1.4,4.0,
mp-1188323,Ti2O3,Ti,0.4,1.54,1.4,4.0,
mp-458,Ti2O3,Ti,0.4,1.54,1.4,4.0,
mp-776456,Ti2O3,Ti,0.4,1.54,1.4,4.0,
mp-776655,Ti2O3,Ti,0.4,1.54,1.4,4.0,
mp-656850,Ti2O7,Ti,0.2222,1.54,1.4,4.0,
mp-1244956,Ti3O,Ti,0.75,1.54,1.4,4.0,
mp-1245140,Ti3O,Ti,0.75,1.54,1.4,4.0,
mp-1245176,Ti3O,Ti,0.75,1.54,1.4,4.0,
mp-2591,Ti3O,Ti,0.75,1.54,1.4,4.0,
mp-554032,Ti3O,Ti,0.75,1.54,1.4,4.0,
mp-557812,Ti3O,Ti,0.75,1.54,1.4,4.0,
mp-978968,Ti3O2,Ti,0.6,1.54,1.4,4.0,
mp-1217157,Ti3O4,Ti,0.4286,1.54,1.4,4.0,
mp-755875,Ti3O4,Ti,0.4286,1.54,1.4,4.0,
mp-1147,Ti3O5,Ti,0.375,1.54,1.4,4.0,
mp-1245031,Ti3O5,Ti,0.375,1.54,1.4,4.0,
mp-1245051,Ti3O5,Ti,0.375,1.54,1.4,4.0,
mp-1245086,Ti3O5,Ti,0.375,1.54,1.4,4.0,
mp-1245135,Ti3O5,Ti,0.375,1.54,1.4,4.0,
mp-1245292,Ti3O5,Ti,0.375,1.54,1.4,4.0,
mp-556480,Ti3O5,Ti,0.375,1.54,1.4,4.0,
mp-556754,Ti3O5,Ti,0.375,1.54,1.4,4.0,
mp-8057,Ti3O5,Ti,0.375,1.54,1.4,4.0,
mp-1105338,Ti3O7,Ti,0.3,1.54,1.4,4.0,
mp-1179358,Ti3O7,Ti,0.3,1.54,1.4,4.0,
mp-1205462,Ti3O7,Ti,0.3,1.54,1.4,4.0,
mp-1217105,Ti3O8,Ti,0.2727,1.54,1.4,4.0,
mp-1217135,Ti4O3,Ti,0.5714,1.54,1.4,4.0,
mp-10734,Ti4O5,Ti,0.4444,1.54,1.4,4.0,
mp-12205,Ti4O7,Ti,0.3636,1.54,1.4,4.0,
mp-778663,Ti4O7,Ti,0.3636,1.54,1.4,4.0,
mp-1045759,Ti5O7,Ti,0.4167,1.54,1.4,4.0,
mp-759920,Ti5O8,Ti,0.3846,1.54,1.4,4.0,
mp-748,Ti5O9,Ti,0.3571,1.54,1.4,4.0,-3.42532
mp-554098,Ti6O,Ti,0.8571,1.54,1.4,4.0,
mp-882,Ti6O,Ti,0.8571,1.54,1.4,4.0,
mp-30524,Ti6O11,Ti,0.3529,1.54,1.4,4.0,
mp-559964,Ti6O11,Ti,0.3529,1.54,1.4,4.0,
mp-556724,Ti7O13,Ti,0.35,1.54,1.4,4.0,
mp-779692,Ti7O8,Ti,0.4667,1.54,1.4,4.0,
mp-752989,Ti8O13,Ti,0.381,1.54,1.4,4.0,
mp-565700,Ti8O15,Ti,0.3478,1.54,1.4,4.0,
mp-1217149,Ti9O10,Ti,0.4737,1.54,1.4,4.0,
mp-32813,Ti9O10,Ti,0.4737,1.54,1.4,4.0,
mp-1045643,Ti9O13,Ti,0.4091,1.54,1.4,4.0,
mp-27273,Ti9O17,Ti,0.3462,1.54,1.4,4.0,
mp-32544,Ti9O8,Ti,0.5294,1.54,1.4,4.0,
mp-1071163,TiO,Ti,0.5,1.54,1.4,4.0,
mp-1203,TiO,Ti,0.5,1.54,1.4,4.0,
mp-1244926,TiO,Ti,0.5,1.54,1.4,4.0,
mp-1244944,TiO,Ti,0.5,1.54,1.4,4.0,
mp-1245141,TiO,Ti,0.5,1.54,1.4,4.0,
mp-1245294,TiO,Ti,0.5,1.54,1.4,4.0,
mp-1245324,TiO,Ti,0.5,1.54,1.4,4.0,
mp-2664,TiO,Ti,0.5,1.54,1.4,4.0,
mp-673667,TiO,Ti,0.5,1.54,1.4,4.0,
mp-685151,TiO,Ti,0.5,1.54,1.4,4.0,
mp-754333,TiO,Ti,0.5,1.54,1.4,4.0,
mp-755264,TiO,Ti,0.5,1.54,1.4,4.0,
mp-755300,TiO,Ti,0.5,1.54,1.4,4.0,
mp-1008677,TiO2,Ti,0.3333,1.54,1.4,4.0,-3.199731
mp-1041565,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1044853,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1079207,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1101022,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1102255,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1102591,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1190753,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1201727,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1245098,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1245134,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1245308,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1245321,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1341203,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1350429,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1380335,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1386640,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1400963,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1408285,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1426806,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1439,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1445035,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-1840,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-2420244,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-25262,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-25433,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-2657,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-2739239,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-2901430,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-34688,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-390,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-430,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-553432,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-554278,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-572822,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-636827,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-655656,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-754672,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-754769,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-756587,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-756655,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-766454,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-775938,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-777129,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-849533,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-9173,TiO2,Ti,0.3333,1.54,1.4,4.0,
mp-705541,V10O9,V,0.5263,1.63,1.35,5.0,
mp-773019,V12O29,V,0.2927,1.63,1.35,5.0,
mp-30065,V13O16,V,0.4483,1.63,1.35,5.0,
mp-30064,V16O3,V,0.8421,1.63,1.35,5.0,
mp-685164,V25O32,V,0.4386,1.63,1.35,5.0,
mp-1043388,V2O3,V,0.4,1.63,1.35,5.0,
mp-1178852,V2O3,V,0.4,1.63,1.35,5.0,
mp-1178873,V2O3,V,0.4,1.63,1.35,5.0,
mp-1272087,V2O3,V,0.4,1.63,1.35,5.0,
mp-18937,V2O3,V,0.4,1.63,1.35,5.0,
mp-21579,V2O3,V,0.4,1.63,1.35,5.0,
mp-552113,V2O3,V,0.4,1.63,1.35,5.0,
mp-553955,V2O3,V,0.4,1.63,1.35,5.0,
mp-715514,V2O3,V,0.4,1.63,1.35,5.0,
mp-776630,V2O3,V,0.4,1.63,1.35,5.0,
mp-776688,V2O3,V,0.4,1.63,1.35,5.0,
mp-777698,V2O3,V,0.4,1.63,1.35,5.0,
mp-780654,V2O3,V,0.4,1.63,1.35,5.0,
mp-796380,V2O3,V,0.4,1.63,1.35,5.0,
mp-1216596,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1244889,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1244901,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1244904,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1244920,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1244925,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1244942,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1244961,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1244978,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1244985,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1244996,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245000,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245005,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245040,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245049,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245058,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245061,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245096,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245097,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245101,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245118,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245120,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245137,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245142,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245153,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245156,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245160,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245162,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245171,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245174,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245198,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245219,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245221,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245240,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245272,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245275,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245283,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245284,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245312,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245315,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1245325,V2O5,V,0.2857,1.63,1.35,5.0,
mp-1410508,V2O5,V,0.2857,1.63,1.35,5.0,
mp-25207,V2O5,V,0.2857,1.63,1.35,5.0,
mp-25233,V2O5,V,0.2857,1.63,1.35,5.0,
mp-25279,V2O5,V,0.2857,1.63,1.35,5.0,
mp-25280,V2O5,V,0.2857,1.63,1.35,5.0,
mp-25288,V2O5,V,0.2857,1.63,1.35,5.0,
mp-510568,V2O5,V,0.2857,1.63,1.35,5.0,
mp-542844,V2O5,V,0.2857,1.63,1.35,5.0,
mp-624689,V2O5,V,0.2857,1.63,1.35,5.0,
mp-720166,V2O5,V,0.2857,1.63,1.35,5.0,
mp-729713,V2O5,V,0.2857,1.63,1.35,5.0,
mp-754585,V2O5,V,0.2857,1.63,1.35,5.0,
mp-754670,V2O5,V,0.2857,1.63,1.35,5.0,
mp-755235,V2O5,V,0.2857,1.63,1.35,5.0,
mp-776041,V2O5,V,0.2857,1.63,1.35,5.0,
mp-776152,V2O5,V,0.2857,1.63,1.35,5.0,
mp-831269,V2O5,V,0.2857,1.63,1.35,5.0,
mp-818205,V3O10,V,0.2308,1.63,1.35,5.0,
mp-1272338,V3O5,V,0.375,1.63,1.35,5.0,
mp-1274098,V3O5,V,0.375,1.63,1.35,5.0,
mp-30987,V3O5,V,0.375,1.63,1.35,5.0,
mp-622497,V3O5,V,0.375,1.63,1.35,5.0,
mp-714911,V3O5,V,0.375,1.63,1.35,5.0,
mp-1379199,V3O7,V,0.3,1.63,1.35,5.0,
mp-622640,V3O7,V,0.3,1.63,1.35,5.0,
mp-756395,V3O7,V,0.3,1.63,1.35,5.0,
mp-760992,V3O7,V,0.3,1.63,1.35,5.0,
mp-764115,V3O7,V,0.3,1.63,1.35,5.0,
mp-1178827,V3O8,V,0.2727,1.63,1.35,5.0,
mp-1178828,V3O8,V,0.2727,1.63,1.35,5.0,
mp-1178850,V3O8,V,0.2727,1.63,1.35,5.0,
mp-1179073,V3O8,V,0.2727,1.63,1.35,5.0,
mp-1179363,V3O8,V,0.2727,1.63,1.35,5.0,
mp-796240,V3O8,V,0.2727,1.63,1.35,5.0,
mp-796383,V3O8,V,0.2727,1.63,1.35,5.0,
mp-1178831,V4O7,V,0.3636,1.63,1.35,5.0,
mp-1178988,V4O7,V,0.3636,1.63,1.35,5.0,
mp-1179536,V4O7,V,0.3636,1.63,1.35,5.0,
mp-21018,V4O7,V,0.3636,1.63,1.35,5.0,
mp-2506981,V4O7,V,0.3636,1.63,1.35,5.0,
mp-555597,V4O7,V,0.3636,1.63,1.35,5.0,
mp-715457,V4O7,V,0.3636,1.63,1.35,5.0,
mp-715493,V4O7,V,0.3636,1.63,1.35,5.0,
mp-1370177,V4O9,V,0.3077,1.63,1.35,5.0,
mp-27412,V4O9,V,0.3077,1.63,1.35,5.0,
mp-715664,V4O9,V,0.3077,1.63,1.35,5.0,
mp-2214725,V5O12,V,0.2941,1.63,1.35,5.0,-2.234867
mp-754451,V5O12,V,0.2941,1.63,1.35,5.0,
mp-772530,V5O12,V,0.2941,1.63,1.35,5.0,
mp-777580,V5O12,V,0.2941,1.63,1.35,5.0,
mp-778252,V5O12,V,0.2941,1.63,1.35,5.0,
mp-1204545,V5O14,V,0.2632,1.63,1.35,5.0,
mp-1046039,V5O7,V,0.4167,1.63,1.35,5.0,
mp-542334,V5O9,V,0.3571,1.63,1.35,5.0,
mp-714932,V5O9,V,0.3571,1.63,1.35,5.0,
mp-30518,V6O11,V,0.3529,1.63,1.35,5.0,
mp-849537,V6O11,V,0.3529,1.63,1.35,5.0,
mp-1196958,V6O13,V,0.3158,1.63,1.35,5.0,
mp-1201338,V6O13,V,0.3158,1.63,1.35,5.0,
mp-18896,V6O13,V,0.3158,1.63,1.35,5.0,
mp-19457,V6O13,V,0.3158,1.63,1.35,5.0,
mp-554064,V6O13,V,0.3158,1.63,1.35,5.0,
mp-714921,V6O13,V,0.3158,1.63,1.35,5.0,
mp-715617,V6O13,V,0.3158,1.63,1.35,5.0,
mp-870306,V6O13,V,0.3158,1.63,1.35,5.0,
mp-27151,V7O13,V,0.35,1.63,1.35,5.0,
mp-715598,V7O13,V,0.35,1.63,1.35,5.0,
mp-1100921,V7O3,V,0.7,1.63,1.35,5.0,
mp-542910,V7O3,V,0.7,1.63,1.35,5.0,
mp-1205504,V7O4,V,0.6364,1.63,1.35,5.0,
mp-714972,V8O,V,0.8889,1.63,1.35,5.0,
mp-556566,V8O15,V,0.3478,1.63,1.35,5.0,
mp-1045898,V9O13,V,0.4091,1.63,1.35,5.0,
mp-559485,V9O17,V,0.3462,1.63,1.35,5.0,
mp-716723,V9O17,V,0.3462,1.63,1.35,5.0,
mp-1100929,V9O20,V,0.3103,1.63,1.35,5.0,
mp-1101328,V9O22,V,0.2903,1.63,1.35,5.0,
mp-776583,V9O22,V,0.2903,1.63,1.35,5.0,
mp-849581,V9O22,V,0.2903,1.63,1.35,5.0,
mp-1273331,VO,V,0.5,1.63,1.35,5.0,
mp-1287184,VO,V,0.5,1.63,1.35,5.0,
mp-19184,VO,V,0.5,1.63,1.35,5.0,
mp-714885,VO,V,0.5,1.63,1.35,5.0,
mp-1021522,VO2,V,0.3333,1.63,1.35,5.0,
mp-1040910,VO2,V,0.3333,1.63,1.35,5.0,
mp-1047618,VO2,V,0.3333,1.63,1.35,5.0,
mp-1094031,VO2,V,0.3333,1.63,1.35,5.0,
mp-1100908,VO2,V,0.3333,1.63,1.35,5.0,
mp-1102963,VO2,V,0.3333,1.63,1.35,5.0,
mp-1178787,VO2,V,0.3333,1.63,1.35,5.0,
mp-1190609,VO2,V,0.3333,1.63,1.35,5.0,
mp-1245012,VO2,V,0.3333,1.63,1.35,5.0,
mp-1245047,VO2,V,0.3333,1.63,1.35,5.0,
mp-1245059,VO2,V,0.3333,1.63,1.35,5.0,
mp-1271755,VO2,V,0.3333,1.63,1.35,5.0,
mp-1271757,VO2,V,0.3333,1.63,1.35,5.0,
mp-1271792,VO2,V,0.3333,1.63,1.35,5.0,
mp-1272932,VO2,V,0.3333,1.63,1.35,5.0,
mp-1273390,VO2,V,0.3333,1.63,1.35,5.0,
mp-1273559,VO2,V,0.3333,1.63,1.35,5.0,
mp-1274771,VO2,V,0.3333,1.63,1.35,5.0,
mp-1277117,VO2,V,0.3333,1.63,1.35,5.0,
mp-1277428,VO2,V,0.3333,1.63,1.35,5.0,
mp-1284510,VO2,V,0.3333,1.63,1.35,5.0,
mp-1285335,VO2,V,0.3333,1.63,1.35,5.0,
mp-1289705,VO2,V,0.3333,1.63,1.35,5.0,
mp-1314858,VO2,V,0.3333,1.63,1.35,5.0,
mp-1342978,VO2,V,0.3333,1.63,1.35,5.0,
mp-1353031,VO2,V,0.3333,1.63,1.35,5.0,
mp-1361684,VO2,V,0.3333,1.63,1.35,5.0,
mp-1393040,VO2,V,0.3333,1.63,1.35,5.0,
mp-1396942,VO2,V,0.3333,1.63,1.35,5.0,
mp-1412582,VO2,V,0.3333,1.63,1.35,5.0,
mp-1420871,VO2,V,0.3333,1.63,1.35,5.0,
mp-1446045,VO2,V,0.3333,1.63,1.35,5.0,
mp-1780502,VO2,V,0.3333,1.63,1.35,5.0,
mp-19094,VO2,V,0.3333,1.63,1.35,5.0,
mp-1974654,VO2,V,0.3333,1.63,1.35,5.0,
mp-1975157,VO2,V,0.3333,1.63,1.35,5.0,
mp-1975342,VO2,V,0.3333,1.63,1.35,5.0,
mp-20593,VO2,V,0.3333,1.63,1.35,5.0,
mp-20974,VO2,V,0.3333,1.63,1.35,5.0,
mp-2214678,VO2,V,0.3333,1.63,1.35,5.0,
mp-2214803,VO2,V,0.3333,1.63,1.35,5.0,
mp-2506972,VO2,V,0.3333,1.63,1.35,5.0,
mp-25199,VO2,V,0.3333,1.63,1.35,5.0,
mp-25283,VO2,V,0.3333,1.63,1.35,5.0,
mp-2739064,VO2,V,0.3333,1.63,1.35,5.0,
mp-541404,VO2,V,0.3333,1.63,1.35,5.0,
mp-547074,VO2,V,0.3333,1.63,1.35,5.0,
mp-559445,VO2,V,0.3333,1.63,1.35,5.0,
mp-566801,VO2,V,0.3333,1.63,1.35,5.0,
mp-634430,VO2,V,0.3333,1.63,1.35,5.0,
mp-636746,VO2,V,0.3333,1.63,1.35,5.0,
mp-714931,VO2,V,0.3333,1.63,1.35,5.0,
mp-714944,VO2,V,0.3333,1.63,1.35,5.0,
mp-714960,VO2,V,0.3333,1.63,1.35,5.0,
mp-715035,VO2,V,0.3333,1.63,1.35,5.0,
mp-715517,VO2,V,0.3333,1.63,1.35,5.0,
mp-715553,VO2,V,0.3333,1.63,1.35,5.0,
mp-755394,VO2,V,0.3333,1.63,1.35,5.0,
mp-755411,VO2,V,0.3333,1.63,1.35,5.0,
mp-777469,VO2,V,0.3333,1.63,1.35,5.0,
mp-777479,VO2,V,0.3333,1.63,1.35,5.0,
mp-849511,VO2,V,0.3333,1.63,1.35,5.0,
mp-1178867,VO3,V,0.25,1.63,1.35,5.0,
mp-1207792,VO3,V,0.25,1.63,1.35,5.0,
mp-1208572,VO3,V,0.25,1.63,1.35,5.0,
mp-826024,VO3,V,0.25,1.63,1.35,5.0,
mp-780521,Cr19O48,Cr,0.2836,1.66,1.4,6.0,
mp-850874,Cr19O48,Cr,0.2836,1.66,1.4,6.0,
mp-1206821,Cr2O,Cr,0.6667,1.66,1.4,6.0,
mp-1043379,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1181863,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1244912,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1244988,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1245064,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1245091,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1245208,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1245247,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1245257,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1245327,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-19399,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-753829,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-755749,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-776873,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1043300,Cr2O5,Cr,0.2857,1.66,1.4,6.0,
mp-1397432,Cr2O5,Cr,0.2857,1.66,1.4,6.0,
mp-1402326,Cr2O5,Cr,0.2857,1.66,1.4,6.0,
mp-776160,Cr2O5,Cr,0.2857,1.66,1.4,6.0,
mp-20609,Cr3O,Cr,0.75,1.66,1.4,6.0,
mp-714896,Cr3O,Cr,0.75,1.66,1.4,6.0,
mp-1310867,Cr3O4,Cr,0.4286,1.66,1.4,6.0,
mp-756253,Cr3O4,Cr,0.4286,1.66,1.4,6.0,
mp-1096920,Cr3O5,Cr,0.375,1.66,1.4,6.0,
mp-1044455,Cr3O7,Cr,0.3,1.66,1.4,6.0,
mp-1043013,Cr3O8,Cr,0.2727,1.66,1.4,6.0,
mp-1388338,Cr3O8,Cr,0.2727,1.66,1.4,6.0,
mp-2220540,Cr3O8,Cr,0.2727,1.66,1.4,6.0,
mp-545771,Cr3O8,Cr,0.2727,1.66,1.4,6.0,
mp-545796,Cr3O8,Cr,0.2727,1.66,1.4,6.0,
mp-754874,Cr3O8,Cr,0.2727,1.66,1.4,6.0,
mp-1198417,Cr4O15,Cr,0.2105,1.66,1.4,6.0,
mp-1041443,Cr4O9,Cr,0.3077,1.66,1.4,6.0,
mp-13869,Cr5O12,Cr,0.2941,1.66,1.4,6.0,
mp-773920,Cr5O12,Cr,0.2941,1.66,1.4,6.0,
mp-1046050,Cr5O7,Cr,0.4167,1.66,1.4,6.0,
mp-1213798,Cr6O11,Cr,0.3529,1.66,1.4,6.0,
mp-1181818,Cr8O21,Cr,0.2759,1.66,1.4,6.0,
mp-1396459,Cr8O21,Cr,0.2759,1.66,1.4,6.0,
mp-558855,Cr8O21,Cr,0.2759,1.66,1.4,6.0,
mp-689946,Cr8O21,Cr,0.2759,1.66,1.4,6.0,
mp-1045826,Cr9O13,Cr,0.4091,1.66,1.4,6.0,
mp-1178414,CrO,Cr,0.5,1.66,1.4,6.0,
mp-1178416,CrO,Cr,0.5,1.66,1.4,6.0,
mp-1272524,CrO,Cr,0.5,1.66,1.4,6.0,
mp-1273363,CrO,Cr,0.5,1.66,1.4,6.0,
mp-1283577,CrO,Cr,0.5,1.66,1.4,6.0,
mp-1302566,CrO,Cr,0.5,1.66,1.4,6.0,
mp-19091,CrO,Cr,0.5,1.66,1.4,6.0,
mp-2039648,CrO,Cr,0.5,1.66,1.4,6.0,
mp-754983,CrO,Cr,0.5,1.66,1.4,6.0,
mp-755073,CrO,Cr,0.5,1.66,1.4,6.0,
mp-755286,CrO,Cr,0.5,1.66,1.4,6.0,
mp-1009555,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1040967,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1041961,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1044871,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1047121,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1047643,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1102170,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1102412,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1181747,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1281333,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1349242,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1358572,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1388847,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1389152,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1394584,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1399565,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1400837,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1421109,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1446026,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-19177,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-21395,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-2214915,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-25302,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-714929,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1330490,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-1387606,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-1389926,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-1429856,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-510421,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-715566,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-753740,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-755211,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-756041,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-772550,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-778667,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-776603,Mn15O32,Mn,0.3191,1.55,1.4,7.0,
mp-867971,Mn15O32,Mn,0.3191,1.55,1.4,7.0,
mp-1222372,Mn20O43,Mn,0.3175,1.55,1.4,7.0,
mp-766493,Mn21O40,Mn,0.3443,1.55,1.4,7.0,
